Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
28,"Crosisca, Gavin",24y 292d,117 (73-3-41 63.68%),46 (0.39),←,
2,"Francis, Tony",24y 94d,71 (45-2-24 64.79%),48 (0.68),←,
23,"Kelly, Craig",27y 18d,72 (46-2-24 65.28%),36 (0.50),←,
44,"Kerrison, Shane",28y 98d,113 (69-2-42 61.95%),14 (0.12),←,
12,"McCartney, Jason",19y 112d,16 (8-0-8 50.00%),6 (0.38),←,
34,"McGuane, Mick",25y 187d,106 (66-2-38 63.21%),74 (0.70),←,
6,"Mitchell, Barry",27y 209d,179 (76-2-101 43.02%),221 (1.23),9 (6-0-3 66.67%),7 (0.78)
1,"Monkhorst, Damian",23y 317d,89 (58-2-29 66.29%),17 (0.19),←,
7,"Morwood, Shane",31y 215d,208 (124-3-81 60.34%),124 (0.60),191 (115-3-73 60.99%),111 (0.58)
4,"Pert, Gary",28y 37d,195 (100-0-95 51.28%),45 (0.23),32 (23-0-9 71.88%),3 (0.09)
13,"Richardson, Alan",28y 48d,70 (43-2-25 62.86%),10 (0.14),←,
36,"Rocca, Saverio",19y 226d,23 (16-0-7 69.57%),76 (3.30),←,
32,"Rowe, Brad",23y 223d,39 (19-0-20 48.72%),40 (1.03),25 (16-0-9 64.00%),31 (1.24)
29,"Russell, Scott",23y 58d,84 (55-2-27 66.67%),60 (0.71),←,
31,"Saunders, Darren",27y 322d,46 (29-0-17 63.04%),1 (0.02),40 (26-0-14 65.00%),1 (0.03)
22,"Shaw, Tony",32y 346d,291 (166-3-122 57.56%),152 (0.52),←,
27,"Starcevich, Craig",26y 49d,117 (72-3-42 62.82%),149 (1.27),←,
14,"Watson, Shane",19y 137d,24 (14-0-10 58.33%),27 (1.13),←,
10,"Williams, Paul",20y 92d,45 (28-0-17 62.22%),42 (0.93),←,
19,"Wright, Graham",25y 28d,106 (72-2-32 68.87%),85 (0.80),←,
Totals,Totals,25y 119d,2011 (1179-30-802 58.63%),1273 (0.63),,
C,"Matthews, Leigh",41y 125d,172 (102-3-67 60.17%),,←,
