Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",21y 357d,22 (17-0-5 77.27%),12 (0.55),←,
18,"Betts, Eddie",29y 220d,243 (110-3-130 45.88%),442 (1.82),59 (35-0-24 59.32%),152 (2.58)
16,"Brown, Luke",23y 285d,83 (47-0-36 56.63%),5 (0.06),←,
23,"Cameron, Charlie",21y 364d,39 (24-0-15 61.54%),48 (1.23),←,
25,"Cheney, Kyle",26y 313d,67 (41-0-26 61.19%),2 (0.03),26 (17-0-9 65.38%),
2,"Crouch, Brad",22y 171d,31 (15-0-16 48.39%),10 (0.32),←,
44,"Crouch, Matt",21y 73d,37 (24-0-13 64.86%),8 (0.22),←,
26,"Douglas, Richard",29y 148d,185 (98-0-87 52.97%),127 (0.69),←,
15,"Hartigan, Kyle",24y 239d,41 (28-0-13 68.29%),,←,
24,"Jacobs, Sam",28y 84d,141 (76-0-65 53.90%),31 (0.22),124 (69-0-55 55.65%),28 (0.23)
4,"Jenkins, Josh",27y 146d,83 (48-0-35 57.83%),161 (1.94),←,
29,"Laird, Rory",22y 187d,67 (39-0-28 58.21%),6 (0.09),←,
6,"Lever, Jake",20y 120d,26 (17-0-9 65.38%),,←,
27,"Lynch, Tom",25y 292d,73 (45-0-28 61.64%),106 (1.45),67 (41-0-26 61.19%),102 (1.52)
31,"Lyons, Jarryd",23y 347d,45 (27-0-18 60.00%),26 (0.58),←,
14,"Mackay, David",27y 344d,154 (90-0-64 58.44%),45 (0.29),←,
41,"McGovern, Mitch",21y 266d,14 (10-0-4 71.43%),19 (1.36),←,
9,"Sloane, Rory",26y 108d,132 (74-0-58 56.06%),81 (0.61),←,
33,"Smith, Brodie",24y 171d,111 (65-0-46 58.56%),32 (0.29),←,
12,"Talia, Daniel",24y 275d,112 (65-0-47 58.04%),6 (0.05),←,
5,"Thompson, Scott",33y 111d,298 (165-0-133 55.37%),160 (0.54),259 (147-0-112 56.76%),143 (0.55)
13,"Walker, Taylor",26y 69d,121 (67-0-54 55.37%),290 (2.40),←,
Totals,Totals,25y 80d,2125 (1192-3-930 56.09%),1617 (0.76),,
C,"Pyke, Don",47y 211d,14 (10-0-4 71.43%),,←,
