Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",27y 230d,72 (30-1-41 42.36%),23 (0.32),←,
12,"Baguley, Mark",31y 333d,129 (59-1-69 46.12%),27 (0.21),←,
2,"Bellchambers, Tom",29y 284d,118 (53-2-63 45.76%),71 (0.60),←,
28,"Brown, Mitch",28y 234d,58 (28-0-30 48.28%),54 (0.93),43 (15-0-28 34.88%),45 (1.05)
6,"Daniher, Joe",25y 46d,101 (38-1-62 38.12%),183 (1.81),←,
13,"Fantasia, Orazio",23y 217d,65 (26-1-38 40.77%),98 (1.51),←,
35,"Guelfi, Matt",21y 248d,19 (12-0-7 63.16%),5 (0.26),←,
33,"Ham, Brayden",19y 359d,1 (1-0-0 100.00%),1 (1.00),←,
21,"Heppell, Dyson",26y 340d,156 (77-2-77 50.00%),57 (0.37),←,
26,"Hooker, Cale",30y 188d,177 (83-2-92 47.46%),82 (0.46),←,
18,"Hurley, Michael",28y 322d,165 (78-3-84 48.18%),108 (0.65),←,
43,"McDonald-Tipungwuti, Anthony",25y 362d,71 (30-0-41 42.25%),81 (1.14),←,
1,"McGrath, Andrew",20y 321d,46 (25-0-21 54.35%),11 (0.24),←,
45,"McKenna, Conor",23y 22d,56 (25-0-31 44.64%),17 (0.30),←,
7,"Merrett, Zach",23y 198d,108 (46-1-61 43.06%),37 (0.34),←,
23,"Myers, David",29y 293d,120 (63-0-57 52.50%),40 (0.33),←,
3,"Parish, Darcy",21y 268d,59 (23-0-36 38.98%),19 (0.32),←,
27,"Redman, Mason",21y 236d,7 (4-0-3 57.14%),1 (0.14),←,
14,"Ridley, Jordan",20y 181d,7 (5-0-2 71.43%),,←,
42,"Saad, Adam",24y 270d,75 (28-1-46 38.00%),3 (0.04),27 (15-0-12 55.56%),
9,"Shiel, Dylan",26y 41d,140 (62-3-75 45.36%),64 (0.46),5 (3-0-2 60.00%),
25,"Stringer, Jake",24y 359d,114 (61-0-53 53.51%),199 (1.75),25 (13-0-12 52.00%),39 (1.56)
Totals,Totals,25y 127d,1864 (857-18-989 45.98%),1181 (0.63),,
C,"Worsfold, John",50y 206d,353 (179-2-172 50.99%),,72 (30-0-42 41.67%),
