Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
30,"Brand, Kaiden",23y 127d,26 (15-1-10 59.62%),,←,
22,"Breust, Luke",26y 275d,159 (119-1-39 75.16%),303 (1.91),←,
9,"Burgoyne, Shaun",34y 296d,339 (229-2-108 67.85%),274 (0.81),182 (132-2-48 73.08%),103 (0.57)
5,"Burton, Ryan",20y 194d,23 (11-1-11 50.00%),4 (0.17),←,
8,"Duryea, Taylor",26y 111d,99 (72-1-26 73.23%),19 (0.19),←,
44,"Glass, Conor",19y 319d,4 (3-0-1 75.00%),,←,
19,"Gunston, Jack",25y 301d,147 (101-1-45 69.05%),290 (1.97),133 (96-1-36 72.56%),270 (2.03)
37,"Hardwick, Blake",20y 189d,18 (10-1-7 58.33%),,←,
4,"Hartung, Billy",22y 201d,61 (42-1-18 69.67%),27 (0.44),←,
31,"Henderson, Ricky",28y 336d,107 (53-1-53 50.00%),56 (0.52),17 (7-1-9 44.12%),13 (0.76)
15,"Hodge, Luke",33y 59d,303 (179-2-122 59.41%),193 (0.64),←,
17,"Howe, Daniel",21y 252d,31 (22-1-8 72.58%),6 (0.19),←,
29,"Langford, Will",25y 41d,64 (42-1-21 66.41%),23 (0.36),←,
7,"McEvoy, Ben",28y 33d,166 (98-3-65 59.94%),69 (0.42),75 (47-1-27 63.33%),42 (0.56)
42,"Miles, Teia",20y 284d,4 (1-0-3 25.00%),3 (0.75),←,
3,"Mitchell, Tom",24y 74d,85 (51-1-33 60.59%),48 (0.56),20 (9-1-10 47.50%),10 (0.50)
23,"OBrien, Tim",23y 138d,32 (22-1-9 70.31%),32 (1.00),←,
2,"Roughead, Jarryd",30y 202d,251 (159-2-90 63.75%),523 (2.08),←,
25,"Schoenmakers, Ryan",26y 278d,110 (69-1-40 63.18%),41 (0.37),←,
26,"Shiels, Liam",26y 106d,162 (115-1-46 71.30%),56 (0.35),←,
21,"Sicily, James",22y 219d,42 (26-1-15 63.10%),46 (1.10),←,
16,"Smith, Isaac",28y 226d,155 (115-1-39 74.52%),121 (0.78),←,
Totals,Totals,25y 177d,2388 (1554-25-809 65.08%),2134 (0.89),,
C,"Clarkson, Alastair",49y 108d,303 (189-2-112 62.71%),,←,
