Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",27y 356d,86 (36-1-49 42.44%),23 (0.27),←,
16,"Begley, Josh",21y 51d,16 (8-0-8 50.00%),14 (0.88),←,
2,"Bellchambers, Tom",30y 45d,128 (57-2-69 45.31%),76 (0.59),←,
28,"Brown, Mitch",28y 360d,69 (34-0-35 49.28%),68 (0.99),54 (21-0-33 38.89%),59 (1.09)
37,"Clarke, Dylan",20y 351d,12 (8-0-4 66.67%),,←,
10,"Francis, Aaron",22y 13d,26 (13-0-13 50.00%),6 (0.23),←,
8,"Gleeson, Martin",24y 363d,78 (27-1-50 35.26%),5 (0.06),←,
33,"Ham, Brayden",20y 120d,4 (2-0-2 50.00%),3 (0.75),←,
36,"Hartley, Michael",26y 77d,44 (17-0-27 38.64%),1 (0.02),←,
18,"Hurley, Michael",29y 83d,178 (85-3-90 48.60%),108 (0.61),←,
46,"Jok, Tom",22y 234d,1 (0-0-1 0.00%),,←,
4,"Langford, Kyle",22y 265d,64 (26-0-38 40.63%),43 (0.67),←,
15,"Laverde, Jayden",23y 133d,39 (16-0-23 41.03%),29 (0.74),←,
43,"McDonald-Tipungwuti, Anthony",26y 123d,88 (39-0-49 44.32%),98 (1.11),←,
1,"McGrath, Andrew",21y 82d,63 (34-0-29 53.97%),14 (0.22),←,
45,"McKenna, Conor",23y 148d,72 (33-0-39 45.83%),19 (0.26),←,
44,"McKernan, Shaun",28y 356d,77 (33-0-44 42.86%),67 (0.87),43 (21-0-22 48.84%),46 (1.07)
7,"Merrett, Zach",23y 324d,125 (55-1-69 44.40%),44 (0.35),←,
3,"Parish, Darcy",22y 29d,75 (32-0-43 42.67%),30 (0.40),←,
27,"Redman, Mason",21y 362d,24 (13-0-11 54.17%),1 (0.04),←,
42,"Saad, Adam",25y 31d,91 (37-1-53 41.21%),4 (0.04),43 (24-0-19 55.81%),1 (0.02)
9,"Shiel, Dylan",26y 167d,156 (70-3-83 45.83%),73 (0.47),21 (11-0-10 52.38%),9 (0.43)
Totals,Totals,24y 202d,1516 (675-12-829 44.53%),726 (0.48),,
C,"Worsfold, John",50y 332d,370 (188-2-180 51.08%),,89 (39-0-50 43.82%),
