Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",21y 199d,42 (17-1-24 41.67%),8 (0.19),←,
46,"Begley, Colm",20y 275d,11 (4-1-6 40.91%),5 (0.45),←,
20,"Black, Simon",28y 60d,201 (125-2-74 62.69%),129 (0.64),←,
17,"Brennan, Jared",22y 309d,47 (24-1-22 52.13%),23 (0.49),←,
16,"Brown, Jonathan",25y 216d,127 (87-1-39 68.90%),213 (1.68),←,
19,"Charman, Jamie",24y 321d,95 (59-2-34 63.16%),38 (0.40),←,
1,"Clark, Mitch",19y 226d,8 (2-1-5 31.25%),9 (1.13),←,
30,"Copeland, Robert",26y 7d,119 (73-1-45 61.76%),20 (0.17),←,
39,"Drummond, Josh",24y 44d,24 (10-1-13 43.75%),13 (0.54),←,
14,"Hadley, Richard",24y 65d,35 (22-1-12 64.29%),8 (0.23),←,
5,"Harding, Scott",20y 348d,23 (9-1-13 41.30%),5 (0.22),←,
33,"Hooper, Rhan",19y 144d,12 (3-1-8 29.17%),9 (0.75),←,
2,"Johnson, Chris",31y 3d,260 (127-4-129 49.62%),169 (0.65),201 (120-4-77 60.70%),102 (0.51)
44,"Lappin, Nigel",30y 346d,263 (155-5-103 59.89%),173 (0.66),202 (123-4-75 61.88%),133 (0.66)
21,"Merrett, Daniel",22y 172d,34 (13-1-20 39.71%),16 (0.47),←,
8,"Notting, Tim",28y 224d,166 (101-2-63 61.45%),118 (0.71),←,
24,"Patfull, Joel",22y 177d,25 (9-1-15 38.00%),14 (0.56),←,
35,"Rischitelli, Michael",21y 145d,32 (13-1-18 42.19%),15 (0.47),←,
13,"Schmidt, Chris",18y 74d,1 (0-1-0 50.00%),,←,
28,"Selwood, Troy",23y 32d,36 (14-1-21 40.28%),7 (0.19),←,
11,"Sherman, Justin",20y 127d,50 (20-1-29 41.00%),36 (0.72),←,
32,"Stiller, Cheynee",21y 30d,23 (7-1-15 32.61%),8 (0.35),←,
Totals,Totals,23y 194d,1634 (894-32-708 54.71%),1036 (0.63),,
C,"Matthews, Leigh",55y 93d,427 (252-7-168 59.84%),,203 (127-2-74 63.05%),
