North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Campbell, Matt",21y 222d,34 (20-1-13 60.29%),42 (1.24),←,
27,"Edwards, Aaron",24y 181d,29 (18-1-10 63.79%),32 (1.10),25 (14-1-10 58.00%),30 (1.20)
11,"Firrito, Michael",24y 277d,104 (55-1-48 53.37%),14 (0.13),←,
38,"Gibson, Josh",24y 170d,42 (22-0-20 52.38%),1 (0.02),←,
6,"Grant, Shannon",31y 133d,300 (168-3-129 56.50%),359 (1.20),242 (136-2-104 56.61%),321 (1.33)
31,"Hale, David",24y 100d,100 (46-1-53 46.50%),78 (0.78),←,
26,"Hansen, Lachlan",20y 13d,13 (8-0-5 61.54%),4 (0.31),←,
39,"Harding, Leigh",27y 126d,110 (55-2-53 50.91%),137 (1.25),←,
4,"Harris, Daniel",26y 112d,138 (70-2-66 51.45%),41 (0.30),←,
29,"Harvey, Brent",30y 108d,263 (147-2-114 56.27%),305 (1.16),←,
21,"Jones, Corey",27y 186d,145 (71-1-73 49.31%),198 (1.37),←,
1,"McIntosh, Hamish",23y 361d,57 (25-1-31 44.74%),24 (0.42),←,
42,"McMahon, Scott",22y 89d,28 (18-0-10 64.29%),20 (0.71),←,
20,"Petrie, Drew",25y 320d,153 (76-2-75 50.33%),127 (0.83),←,
5,"Power, Sam",25y 59d,105 (39-3-63 38.57%),18 (0.17),21 (11-1-9 54.76%),2 (0.10)
30,"Pratt, Daniel",25y 162d,83 (44-0-39 53.01%),9 (0.11),80 (43-0-37 53.75%),8 (0.10)
3,"Rawlings, Brady",27y 81d,180 (94-1-85 52.50%),57 (0.32),←,
7,"Simpson, Adam",32y 196d,287 (166-2-119 58.19%),78 (0.27),←,
12,"Thomas, Lindsay",20y 184d,34 (18-1-15 54.41%),42 (1.24),←,
14,"Urquhart, Gavin",20y 104d,13 (7-0-6 53.85%),,←,
36,"Watt, Shannon",27y 278d,151 (79-2-70 52.98%),9 (0.06),←,
8,"Wells, Daniel",23y 209d,122 (62-2-58 51.64%),66 (0.54),←,
Totals,Totals,25y 117d,2491 (1308-28-1155 52.51%),1661 (0.67),,
C,"Laidley, Dani",41y 156d,136 (68-2-66 50.74%),,←,
