Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barnard, Paul",22y 166d,10 (3-0-7 30.00%),4 (0.40),←,
16,"Bone, Randall",21y 258d,19 (11-0-8 57.89%),16 (0.84),7 (3-0-4 42.86%),3 (0.43)
5,"Collins, Andrew",30y 95d,185 (124-0-61 67.03%),33 (0.18),←,
26,"Cooper, Paul",27y 114d,79 (47-0-32 59.49%),9 (0.11),←,
9,"Crawford, Shane",20y 323d,53 (30-0-23 56.60%),49 (0.92),←,
23,"Crawshay, Simon",20y 338d,15 (6-0-9 40.00%),2 (0.13),←,
19,"Dunstall, Jason",30y 349d,220 (159-0-61 72.27%),1058 (4.81),←,
35,"Gibson, Shannon",19y 264d,7 (3-0-4 42.86%),2 (0.29),←,
34,"Graham, Mark",22y 138d,38 (20-0-18 52.63%),4 (0.11),←,
15,"Harford, Daniel",18y 132d,8 (3-0-5 37.50%),5 (0.63),←,
22,"Hargreaves, Tim",20y 60d,22 (11-0-11 50.00%),33 (1.50),←,
17,"Hudson, Paul",25y 9d,112 (70-0-42 62.50%),228 (2.04),←,
11,"Jarman, Darren",28y 182d,104 (65-0-39 62.50%),121 (1.16),←,
12,"Lawrence, Stephen",26y 98d,111 (70-0-41 63.06%),24 (0.22),←,
20,"Maginness, Scott",28y 361d,125 (82-0-43 65.60%),7 (0.06),←,
7,"McCabe, Luke",18y 353d,5 (2-0-3 40.00%),2 (0.40),←,
28,"McDonald, Alex",25y 166d,45 (26-0-19 57.78%),24 (0.53),←,
8,"Minton-Connell, Simon",26y 94d,80 (19-0-61 23.75%),246 (3.08),15 (6-0-9 40.00%),27 (1.80)
44,"Platten, John",32y 134d,214 (148-0-66 69.16%),204 (0.95),←,
29,"Tallis, Rayden",20y 50d,35 (17-0-18 48.57%),8 (0.23),←,
30,"Woods, Tony",26y 27d,44 (21-0-23 47.73%),11 (0.25),13 (5-0-8 38.46%),1 (0.08)
Totals,Totals,24y 159d,1531 (937-0-594 61.20%),2090 (1.37),,
C,"Knights, Peter",43y 121d,99 (36-0-63 36.36%),,40 (20-0-20 50.00%),
