Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",19y 319d,26 (15-0-11 57.69%),10 (0.38),←,
20,"Brogan, Dean",29y 184d,113 (74-1-38 65.93%),34 (0.30),←,
7,"Burgoyne, Peter",30y 138d,220 (124-3-93 57.05%),186 (0.85),←,
8,"Burgoyne, Shaun",25y 238d,138 (91-0-47 65.94%),162 (1.17),←,
27,"Carlile, Alipate",21y 46d,22 (11-0-11 50.00%),,←,
25,"Cassisi, Domenic",25y 267d,118 (72-1-45 61.44%),48 (0.41),←,
30,"Chaplin, Troy",22y 113d,53 (28-1-24 53.77%),6 (0.11),←,
35,"Cornes, Chad",28y 216d,195 (119-1-75 61.28%),154 (0.79),←,
18,"Cornes, Kane",25y 162d,152 (93-1-58 61.51%),66 (0.43),←,
17,"Gray, Robbie",20y 77d,11 (5-0-6 45.45%),15 (1.36),←,
5,"Lade, Brendon",31y 341d,207 (116-3-88 56.76%),162 (0.78),←,
44,"Logan, Tom",22y 349d,29 (13-0-16 44.83%),6 (0.21),26 (13-0-13 50.00%),6 (0.23)
26,"Lower, Nick",20y 358d,5 (2-0-3 40.00%),,←,
4,"Motlop, Daniel",26y 91d,88 (39-1-48 44.89%),136 (1.55),41 (19-0-22 46.34%),83 (2.02)
16,"Pearce, Danyle",22y 69d,61 (30-0-31 49.18%),34 (0.56),←,
36,"Pettigrew, Michael",23y 91d,68 (34-0-34 50.00%),24 (0.35),←,
15,"Rodan, David",24y 251d,102 (40-0-62 39.22%),84 (0.82),37 (21-0-16 56.76%),41 (1.11)
3,"Salopek, Steven",22y 360d,75 (40-0-35 53.33%),40 (0.53),←,
9,"Surjan, Jacob",22y 305d,58 (32-0-26 55.17%),9 (0.16),←,
1,"Tredrea, Warren",29y 174d,222 (130-2-90 59.01%),480 (2.16),←,
39,"Westhoff, Justin",21y 258d,28 (15-0-13 53.57%),42 (1.50),←,
21,"Wilson, Michael",31y 207d,191 (104-4-83 55.50%),51 (0.27),←,
Totals,Totals,24y 359d,2182 (1227-18-937 56.23%),1749 (0.80),,
C,"Williams, Mark",49y 299d,226 (133-2-91 59.29%),,←,
