Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
23,"Clarkson, Alastair",28y 111d,113 (49-2-62 44.25%),73 (0.65),20 (7-0-13 35.00%),12 (0.60)
33,"Farmer, Jeff",19y 53d,24 (6-0-18 25.00%),32 (1.33),←,
20,"Febey, Matthew",26y 363d,90 (42-0-48 46.67%),26 (0.29),←,
21,"Febey, Steven",26y 363d,158 (86-0-72 54.43%),22 (0.14),←,
32,"Gaspar, Damien",21y 141d,15 (5-0-10 33.33%),,←,
27,"Ingerson, Anthony",26y 308d,55 (22-0-33 40.00%),35 (0.64),18 (6-0-12 33.33%),10 (0.56)
34,"Irving, Dean",29y 350d,62 (38-1-23 62.10%),12 (0.19),19 (6-0-13 31.58%),3 (0.16)
7,"Kowal, Darren",24y 59d,72 (35-0-37 48.61%),29 (0.40),←,
37,"Lamprill, Andrew",27y 104d,31 (12-0-19 38.71%),3 (0.10),←,
36,"Leoncelli, Andrew",22y 30d,5 (2-0-3 40.00%),3 (0.60),←,
17,"Lovett, Brett",30y 88d,215 (118-1-96 55.12%),43 (0.20),←,
6,"Lovett, Glenn",27y 24d,109 (50-0-59 45.87%),69 (0.63),←,
9,"Neitz, David",21y 207d,86 (39-0-47 45.35%),100 (1.16),←,
18,"Nettelbeck, Craig",24y 82d,63 (17-2-44 28.57%),37 (0.59),18 (7-0-11 38.89%),10 (0.56)
25,"Norman, Luke",24y 244d,14 (5-0-9 35.71%),3 (0.21),←,
4,"Obst, Andrew",31y 363d,129 (67-0-62 51.94%),57 (0.44),←,
35,"Ormond-Allen, Trent",20y 66d,8 (4-0-4 50.00%),1 (0.13),←,
24,"Sampson, Clay",20y 174d,11 (6-0-5 54.55%),1 (0.09),←,
11,"Stynes, Jim",30y 115d,220 (118-1-101 53.86%),125 (0.57),←,
2,"Tingay, Stephen",26y 3d,134 (71-0-63 52.99%),67 (0.50),←,
13,"Yze, Adem",18y 330d,26 (11-0-15 42.31%),10 (0.38),←,
Totals,Totals,25y 66d,1640 (803-7-830 48.96%),748 (0.46),,
C,"Balme, Neil",44y 214d,87 (40-0-47 45.98%),,←,
