Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Ablett, Luke",12,8,8,20,1,2.0,,1.0,3.0,5.0,3.0,,3.0,,,11.0,11.0,2.0,,2.0,,1.0,87.0
27,"Ball, Jason",5,4,9,14,,,17.0,1.0,,2.0,4.0,1.0,,,,6.0,6.0,,,2.0,,,68.0
21,"Barry, Leo",12,9,,12,,,,,8.0,1.0,1.0,1.0,2.0,1.0,,4.0,8.0,1.0,,1.0,,,100.0
42,"Bevan, Paul",5,3,3,8,1,,,2.0,,2.0,,2.0,1.0,1.0,,2.0,6.0,,1.0,,,,59.0
6,"Bolton, Craig",8,4,7,15,,,,1.0,5.0,1.0,1.0,2.0,1.0,1.0,,4.0,11.0,,,4.0,1.0,,100.0
24,"Bolton, Jude",12,2,11,23,1,,,4.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,11.0,13.0,,,2.0,1.0,,87.0
32,"Buchanan, Amon",5,1,5,10,1,,,1.0,,1.0,1.0,,2.0,,,8.0,1.0,,,1.0,,1.0,69.0
28,"Crouch, Jared",4,,2,6,,,,1.0,,1.0,,4.0,2.0,3.0,,4.0,3.0,,,,,,92.0
2,"Davis, Nick",10,2,9,19,,2.0,,,1.0,2.0,4.0,3.0,,,,8.0,11.0,,,,1.0,,83.0
26,"Dempster, Sean",5,1,5,10,,,,2.0,1.0,2.0,,1.0,,1.0,,1.0,8.0,,,3.0,2.0,,73.0
37,"Goodes, Adam",10,5,3,13,2,2.0,,1.0,,4.0,,,1.0,,,6.0,5.0,1.0,1.0,,,,100.0
1,"Hall, Barry",11,8,1,12,5,1.0,,1.0,,2.0,,2.0,1.0,2.0,1.0,3.0,9.0,1.0,5.0,,,1.0,100.0
16,"Jolly, Darren",4,1,3,7,,,16.0,1.0,,2.0,2.0,1.0,2.0,,,4.0,3.0,,,2.0,,,71.0
17,"Kennelly, Tadhg",9,1,8,17,,,,2.0,5.0,1.0,,3.0,3.0,1.0,,5.0,12.0,,,4.0,1.0,,100.0
31,"Kirk, Brett",6,2,10,16,,,,8.0,1.0,1.0,3.0,3.0,2.0,2.0,,5.0,12.0,,,1.0,,1.0,95.0
4,"Mathews, Ben",5,3,7,12,,,,3.0,,1.0,2.0,2.0,,1.0,,5.0,7.0,1.0,,,,,79.0
11,"Maxfield, Stuart",11,3,6,17,,,,4.0,2.0,3.0,2.0,8.0,1.0,2.0,,6.0,10.0,,,1.0,,1.0,66.0
23,"Nicks, Matthew",9,5,4,13,,1.0,,3.0,1.0,4.0,,4.0,2.0,1.0,,3.0,10.0,,1.0,1.0,2.0,2.0,68.0
5,"OKeefe, Ryan",4,,4,8,1,,,2.0,,,2.0,1.0,1.0,1.0,,6.0,2.0,,,,,,82.0
30,"Roberts-Thomson, Lewis",4,3,4,8,,,,1.0,1.0,,1.0,1.0,,1.0,,2.0,4.0,1.0,,1.0,,,81.0
8,"Spriggs, David",2,1,8,10,,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,7.0,3.0,,,,,,45.0
10,"Williams, Paul",16,,3,19,1,,,3.0,1.0,3.0,5.0,3.0,1.0,1.0,,10.0,9.0,,,1.0,,,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,169,66,120,289,13,9.0,33.0,43.0,31.0,46.0,35.0,45.0,28.0,21.0,3.0,121.0,164.0,7.0,8.0,26.0,8.0,7.0,
Opposition,Opposition,162,71,76,238,11,15.0,24.0,62.0,26.0,42.0,25.0,45.0,21.0,28.0,3.0,98.0,136.0,4.0,11.0,50.0,11.0,5.0,
