Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",18,5,12,30,1,2.0,,7.0,1.0,11.0,8.0,6.0,1.0,1.0,3.0,17.0,17.0,2.0,1.0,7.0,2.0,2.0,87.0
17,"Bruce, Josh",4,4,4,8,3,1.0,1.0,2.0,,2.0,,1.0,,1.0,,2.0,6.0,1.0,2.0,2.0,,1.0,91.0
12,"Cordy, Zaine",8,2,4,12,,,,2.0,3.0,,,2.0,3.0,1.0,,7.0,4.0,,,11.0,,,91.0
9,"Crozier, Hayden",7,3,3,10,,,,,1.0,2.0,,3.0,,1.0,,,10.0,,,4.0,,,75.0
31,"Dale, Bailey",11,2,3,14,,,,,4.0,1.0,,1.0,,,,1.0,10.0,,,4.0,,,78.0
35,"Daniel, Caleb",16,3,11,27,1,,,6.0,4.0,1.0,5.0,4.0,,,,7.0,21.0,,1.0,3.0,1.0,,79.0
15,"Duryea, Taylor",13,4,9,22,,,,5.0,3.0,2.0,1.0,1.0,2.0,,,4.0,14.0,1.0,,5.0,1.0,,87.0
44,"English, Tim",5,1,3,8,,,29.0,4.0,1.0,1.0,1.0,3.0,,3.0,,4.0,4.0,1.0,,1.0,,,82.0
43,"Gardner, Ryan",8,3,4,12,,,,2.0,4.0,1.0,1.0,2.0,1.0,1.0,,3.0,8.0,,,4.0,,,85.0
29,"Hannan, Mitch",6,2,4,10,,1.0,3.0,2.0,,2.0,1.0,4.0,1.0,,,5.0,7.0,,1.0,1.0,,,86.0
7,"Hunter, Lachie",14,10,9,23,,,,3.0,1.0,3.0,,4.0,1.0,,,4.0,19.0,,2.0,3.0,1.0,,84.0
39,"Johannisen, Jason",4,1,2,6,1,,,2.0,,2.0,,1.0,,1.0,,2.0,4.0,,,3.0,,2.0,78.0
42,"Keath, Alex",5,3,4,9,,,2.0,3.0,4.0,,3.0,1.0,,,,9.0,3.0,1.0,,10.0,,,100.0
21,"Liberatore, Tom",11,1,19,30,1,,,8.0,2.0,4.0,11.0,3.0,4.0,2.0,,20.0,12.0,,,1.0,,,79.0
11,"Macrae, Jack",15,3,20,35,,,,3.0,1.0,3.0,6.0,7.0,2.0,1.0,,16.0,18.0,,,2.0,,,85.0
16,"McLean, Toby",9,5,12,21,1,,,2.0,1.0,2.0,3.0,5.0,1.0,,,7.0,14.0,,1.0,3.0,,2.0,71.0
33 ↓,"Naughton, Aaron",3,1,1,4,,1.0,,1.0,,2.0,,,1.0,,,3.0,1.0,1.0,,,,,43.0
28,"Scott, Anthony",8,3,2,10,2,2.0,,2.0,2.0,2.0,,2.0,1.0,,,4.0,7.0,1.0,1.0,1.0,,1.0,77.0
6,"Smith, Bailey",8,2,6,14,,,,4.0,2.0,,,3.0,,,,7.0,7.0,,,,,,78.0
37,"Smith, Roarke",2,,10,12,,1.0,,2.0,,1.0,,,,,,10.0,3.0,,,3.0,,,69.0
3 ↑,"Wallis, Mitch",3,1,4,7,,,,1.0,,1.0,,,,,,2.0,5.0,,,,,,41.0
19,"Weightman, Cody",10,3,4,14,1,1.0,,1.0,,3.0,2.0,2.0,3.0,1.0,,8.0,6.0,1.0,2.0,2.0,,,72.0
34,"Williams, Bailey",12,6,12,24,,,,2.0,6.0,3.0,,,,,,5.0,16.0,1.0,,8.0,,,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,68,162,362,11,12.0,35.0,64.0,40.0,49.0,42.0,55.0,21.0,13.0,3.0,147.0,216.0,10.0,11.0,78.0,5.0,8.0,
Opposition,Opposition,231,81,183,414,12,11.0,48.0,67.0,38.0,53.0,38.0,58.0,13.0,21.0,3.0,163.0,251.0,19.0,11.0,57.0,2.0,10.0,
