West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Banfield, Drew",7.0,,1.0,8.0,,,,4.0,,,,,1.0,1.0,,,,,,,,,
20,"Bond, Shane",2.0,1.0,5.0,7.0,,,,,,,,,,,,,,,,,,,
14,"Brennan, Michael",8.0,4.0,4.0,12.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,
23,"Harding, Paul",3.0,2.0,1.0,4.0,,,17.0,,,,,,,,,,,,,,,,
36,"Hart, David",8.0,2.0,6.0,14.0,,,,2.0,,,,,,1.0,,,,,,,,,
1,"Heady, Brett",6.0,3.0,3.0,9.0,,2.0,,2.0,,,,,3.0,,,,,,,,,,
27,"Jakovich, Glen",18.0,10.0,7.0,25.0,,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,
2,"Kemp, Dean",12.0,3.0,3.0,15.0,,1.0,,3.0,,,,,,,,,,,,,,,
28,"Lewis, Chris",18.0,5.0,3.0,21.0,1.0,1.0,,3.0,,,,,1.0,3.0,,,,,,,,,
3,"Mainwaring, Chris",12.0,2.0,7.0,19.0,,,,2.0,,,,,2.0,1.0,,,,,,,,,
30,"Matera, Peter",,,,,,,,,,,,,,,,,,,,,,,
11,"McIntosh, Ashley",8.0,3.0,2.0,10.0,,,,,,,,,,1.0,,,,,,,,,
17,"McKenna, Guy",14.0,6.0,6.0,20.0,,,,,,,,,1.0,1.0,,,,,,,,,
10,"Pyke, Don",8.0,3.0,6.0,14.0,,,,1.0,,,,,1.0,,,,,,,,,,
21,"Schofield, Jarrad",,,4.0,4.0,,,,1.0,,,,,,,,,,,,,,,
29,"Spinks, Brett",6.0,6.0,2.0,8.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,
4,"Sumich, Peter",7.0,6.0,,7.0,6.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
7,"Turley, Craig",8.0,4.0,5.0,13.0,,,,,,,,,,1.0,,,,,,,,,
50,"Turnbull, Ryan",5.0,1.0,1.0,6.0,,,14.0,,,,,,,,,,,,,,,,
9,"Wilson, Peter",9.0,2.0,4.0,13.0,,1.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,
24,"Worsfold, John",8.0,2.0,6.0,14.0,,2.0,,3.0,,,,,2.0,,,,,,,,,,
Totals,Totals,167.0,65.0,76.0,243.0,8.0,10.0,36.0,24.0,,,,,17.0,13.0,,,,,,,,,
Opposition,Opposition,211.0,60.0,109.0,320.0,19.0,15.0,30.0,23.0,,,,,13.0,17.0,6.0,,,,,,,,
