Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",19y 275d,5 (3-0-2 60.00%),2 (0.40),←,
18,"Bartlett, Trent",23y 106d,40 (19-2-19 50.00%),8 (0.20),1 (1-0-0 100.00%),
17,"Brown, Nathan",22y 30d,49 (31-1-17 64.29%),35 (0.71),←,
26,"Cox, Simon",23y 46d,28 (14-0-14 50.00%),9 (0.32),←,
16,"Croft, Matthew",27y 14d,111 (66-3-42 60.81%),47 (0.42),←,
11,"Curley, Todd",27y 57d,80 (43-2-35 55.00%),33 (0.41),77 (41-2-34 54.55%),32 (0.42)
14,"Darcy, Luke",24y 243d,96 (53-2-41 56.25%),68 (0.71),←,
10,"Eagleton, Nathan",21y 122d,57 (27-2-28 49.12%),46 (0.81),1 (1-0-0 100.00%),1 (1.00)
4,"Garlick, Simon",24y 336d,92 (55-1-36 60.33%),58 (0.63),48 (31-1-16 65.63%),31 (0.65)
3,"Grant, Chris",27y 89d,214 (116-4-94 55.14%),398 (1.86),←,
9,"Hudson, Paul",29y 235d,200 (121-1-78 60.75%),405 (2.03),66 (41-1-24 62.88%),141 (2.14)
25,"Hunter, Kingsley",24y 289d,43 (16-0-27 37.21%),86 (2.00),2 (2-0-0 100.00%),
6,"Johnson, Brad",23y 237d,125 (66-3-56 54.00%),104 (0.83),←,
2,"Kolyniuk, Steven",29y 250d,166 (87-1-78 52.71%),188 (1.13),←,
35,"Kretiuk, Steven",27y 251d,116 (70-2-44 61.21%),9 (0.08),←,
39,"Liberatore, Tony",34y 29d,228 (124-3-101 55.04%),91 (0.40),←,
24,"Plunkett, Jim",21y 229d,3 (2-0-1 66.67%),1 (0.33),←,
36,"Romero, Jose",28y 223d,183 (97-1-85 53.28%),150 (0.82),94 (48-1-45 51.60%),52 (0.55)
5,"Smith, Rohan",26y 285d,148 (82-3-63 56.42%),128 (0.86),←,
8,"Southern, Daniel",25y 70d,97 (53-1-43 55.15%),24 (0.25),←,
7,"West, Scott",25y 118d,148 (79-2-67 54.05%),58 (0.39),←,
15,"Wynd, Scott",30y 46d,216 (113-4-99 53.24%),29 (0.13),←,
Totals,Totals,25y 296d,2445 (1337-38-1070 54.68%),1977 (0.81),,
C,"Wallace, Terry",41y 89d,83 (50-1-32 60.84%),,←,
