Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 39d,223 (136-0-87 60.99%),122 (0.55),←,
27,"Baird, John",22y 325d,20 (10-1-9 52.50%),5 (0.25),←,
25,"Bourke, David",27y 113d,86 (47-0-39 54.65%),19 (0.22),1 (0-0-1 0.00%),1 (1.00)
16,"Brown, Leigh",21y 68d,69 (21-1-47 31.16%),23 (0.33),6 (2-1-3 41.67%),3 (0.50)
2,"Colbert, Leigh",27y 329d,162 (91-2-69 56.79%),63 (0.39),57 (29-1-27 51.75%),13 (0.23)
6,"Grant, Shannon",26y 13d,178 (105-2-71 59.55%),196 (1.10),120 (73-1-46 61.25%),158 (1.32)
31,"Hale, David",18y 345d,2 (0-0-2 0.00%),,←,
39,"Harding, Leigh",22y 6d,30 (14-1-15 48.33%),48 (1.60),←,
4,"Harris, Daniel",20y 357d,15 (5-1-9 36.67%),1 (0.07),←,
29,"Harvey, Brent",24y 353d,135 (83-1-51 61.85%),157 (1.16),←,
21,"Jones, Corey",22y 65d,22 (8-0-14 36.36%),12 (0.55),←,
34,"King, David",31y 56d,204 (127-1-76 62.50%),121 (0.59),←,
35,"Makepeace, Troy",24y 57d,68 (34-1-33 50.74%),17 (0.25),←,
19,"Motlop, Daniel",21y 47d,11 (2-1-8 22.73%),4 (0.36),←,
20,"Petrie, Drew",20y 199d,25 (10-1-14 42.00%),16 (0.64),←,
17,"Porter, Mark",26y 203d,82 (41-1-40 50.61%),19 (0.23),27 (13-1-13 50.00%),6 (0.22)
3,"Rawlings, Brady",21y 326d,55 (33-0-22 60.00%),21 (0.38),←,
30,"Robbins, Ben",26y 126d,80 (39-3-38 50.63%),17 (0.21),28 (14-1-13 51.79%),3 (0.11)
7,"Simpson, Adam",27y 75d,165 (104-1-60 63.33%),51 (0.31),←,
9,"Sinclair, Jess",24y 249d,89 (30-1-58 34.27%),45 (0.51),39 (17-1-21 44.87%),19 (0.49)
10,"Stevens, Anthony",31y 304d,258 (156-1-101 60.66%),115 (0.45),←,
36,"Watt, Shannon",22y 157d,32 (15-1-16 48.44%),4 (0.13),←,
Totals,Totals,24y 240d,2011 (1111-21-879 55.25%),1076 (0.54),,
C,"Laidley, Dani",36y 36d,6 (2-1-3 41.67%),,←,
