Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",15,3,11,26,2,1.0,,7.0,,8.0,5.0,6.0,2.0,3.0,,15.0,11.0,1.0,,2.0,4.0,1.0,91.0
11,"Bennell, Harley",11,1,8,19,,2.0,1.0,1.0,2.0,5.0,4.0,3.0,,2.0,,9.0,11.0,,,2.0,4.0,1.0,89.0
30,"Brown, Campbell",7,4,6,13,1,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,3.0,10.0,,1.0,1.0,1.0,1.0,90.0
28,"Caddy, Josh",1,,2,3,,,,3.0,,,,,,,,1.0,3.0,,,,,,74.0
27,"Coad, Michael",12,3,7,19,,,,2.0,3.0,,,5.0,3.0,,,10.0,8.0,2.0,,5.0,,,97.0
23,"Dixon, Charlie",9,2,7,16,,,16.0,2.0,3.0,3.0,6.0,4.0,2.0,1.0,,11.0,6.0,,,2.0,,,82.0
15 ↑,"Flanagan, Piers",3,2,2,5,,,,,,1.0,,1.0,,1.0,,1.0,4.0,1.0,,1.0,,1.0,34.0
49,"Gillbee, Jacob",6,4,8,14,1,1.0,,2.0,,1.0,,2.0,,1.0,,5.0,9.0,,2.0,1.0,,1.0,85.0
5,"Harbrow, Jarrod",8,2,5,13,,,,1.0,2.0,1.0,1.0,,,,,3.0,9.0,,,2.0,2.0,,82.0
40 ↓,"Hickey, Tom",1,1,1,2,,,3.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,54.0
29,"Hine, Taylor",9,4,7,16,,,,3.0,,2.0,1.0,7.0,1.0,2.0,,6.0,10.0,2.0,,,,1.0,83.0
42,"Horsley, Kyal",9,3,6,15,,,,6.0,2.0,2.0,3.0,,2.0,,,6.0,10.0,,,5.0,,1.0,72.0
19,"Lynch, Tom",14,10,6,20,1,1.0,3.0,,1.0,5.0,2.0,5.0,2.0,2.0,,7.0,14.0,1.0,2.0,,,1.0,95.0
6,"Magin, Alik",5,2,3,8,,,,3.0,,2.0,,,,,,1.0,8.0,,,1.0,,,70.0
32,"Matera, Brandon",12,3,9,21,1,,,2.0,,2.0,3.0,3.0,,2.0,,8.0,14.0,,,,1.0,,84.0
45,"May, Steven",6,3,3,9,2,,,1.0,,1.0,,2.0,2.0,,,7.0,2.0,2.0,2.0,3.0,,,93.0
18,"McKenzie, Trent",8,4,8,16,,,,2.0,2.0,1.0,,2.0,,,,2.0,13.0,,,2.0,2.0,,80.0
26,"Shaw, Matt",8,3,5,13,1,,1.0,1.0,,1.0,2.0,1.0,1.0,,,4.0,9.0,,1.0,1.0,,,78.0
25,"Stanley, Danny",14,9,9,23,,,,5.0,5.0,1.0,1.0,3.0,1.0,,,6.0,16.0,1.0,,1.0,,1.0,88.0
21,"Taylor, Jeremy",3,3,11,14,,,,,,,,,,,,7.0,7.0,,,1.0,,,91.0
14,"Warnock, Matthew",9,7,7,16,,,,3.0,3.0,,,2.0,2.0,1.0,,6.0,10.0,1.0,,7.0,,,95.0
4,"Weller, Maverick",5,6,7,12,,,,1.0,1.0,,1.0,2.0,,1.0,,2.0,10.0,1.0,,,,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,79,138,313,9,8.0,24.0,46.0,24.0,39.0,31.0,50.0,19.0,18.0,,121.0,195.0,12.0,8.0,37.0,14.0,9.0,
Opposition,Opposition,232,110,157,389,22,21.0,44.0,55.0,28.0,57.0,37.0,36.0,18.0,19.0,6.0,156.0,234.0,14.0,21.0,40.0,9.0,14.0,
