Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
32,"Atkins, Paul",23y 243d,1 (0-0-1 0.00%),,←,
30,"Bayes, Mark",25y 160d,153 (68-2-83 45.10%),118 (0.77),←,
13,"Brunton, Neil",23y 232d,24 (4-1-19 18.75%),3 (0.13),←,
7,"Carroll, Dennis",31y 289d,216 (97-2-117 45.37%),116 (0.54),←,
28,"Cresswell, Daryn",21y 92d,7 (0-0-7 0.00%),3 (0.43),←,
40,"Dunkley, Andrew",24y 54d,17 (2-1-14 14.71%),,←,
48,"Gray, Troy",19y 178d,11 (1-1-9 13.64%),7 (0.64),←,
31,"Holmes, Darren",21y 354d,25 (5-2-18 24.00%),4 (0.16),←,
14,"Kelly, Paul",23y 25d,51 (11-2-38 23.53%),22 (0.43),←,
3,"Lewis, Dale",23y 110d,43 (10-2-31 25.58%),45 (1.05),←,
34,"Luff, Troy",22y 274d,18 (4-1-13 25.00%),18 (1.00),←,
8,"Minton-Connell, Simon",23y 118d,34 (10-0-24 29.41%),106 (3.12),15 (1-0-14 6.67%),56 (3.73)
10,"Mitchell, Barry",26y 259d,169 (70-2-97 42.01%),214 (1.27),←,
37,"Mooney, Jason",19y 78d,8 (0-0-8 0.00%),,←,
35,"Murphy, David",29y 365d,144 (61-0-83 42.36%),88 (0.61),←,
50,"Neill, Robert",18y 230d,1 (0-0-1 0.00%),,←,
18,"Nettelbeck, Craig",20y 88d,40 (9-2-29 25.00%),25 (0.63),←,
15,"Strooper, David",24y 179d,64 (17-1-46 27.34%),71 (1.11),21 (3-1-17 16.67%),43 (2.05)
2,"Tunbridge, Brad",28y 209d,44 (10-2-32 25.00%),16 (0.36),←,
26,"Wright, Stephen",31y 169d,245 (106-1-138 43.47%),246 (1.00),←,
Totals,Totals,24y 57d,1315 (485-22-808 36.88%),1102 (0.84),,
C,"Buckenara, Gary",34y 50d,21 (3-1-17 16.67%),,←,
