Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",19y 246d,34 (7-0-27 20.59%),6 (0.18),←,
4,"Bastinac, Ryan",25y 52d,141 (70-0-71 49.65%),72 (0.51),20 (3-0-17 15.00%),6 (0.30)
33,"Close, Michael",22y 14d,17 (5-0-12 29.41%),16 (0.94),←,
26,"Cutler, Tom",21y 175d,31 (8-0-23 25.81%),11 (0.35),←,
27,"Gardiner, Darcy",20y 326d,41 (11-0-30 26.83%),3 (0.07),←,
40,"Hammelmann, Matthew",20y 158d,7 (2-0-5 28.57%),,←,
11,"Hanley, Pearce",27y 272d,127 (38-0-89 29.92%),57 (0.45),←,
30,"Hipwood, Eric",18y 335d,8 (2-0-6 25.00%),11 (1.38),←,
16,"Jansen, Jarrad",21y 103d,7 (1-0-6 14.29%),4 (0.57),←,
1,"Keays, Ben",19y 172d,14 (2-0-12 14.29%),3 (0.21),←,
35,"Lester, Ryan",23y 353d,78 (25-0-53 32.05%),31 (0.40),←,
12,"Martin, Stefan",29y 270d,112 (27-1-84 24.55%),38 (0.34),55 (13-0-42 23.64%),15 (0.27)
36,"Mathieson, Rhys",19y 216d,9 (2-0-7 22.22%),5 (0.56),←,
32,"Mayes, Sam",22y 85d,72 (22-0-50 30.56%),26 (0.36),←,
21,"Merrett, Daniel",31y 245d,198 (79-3-116 40.66%),69 (0.35),←,
10,"Rich, Daniel",26y 67d,141 (47-1-93 33.69%),90 (0.64),←,
5,"Robinson, Mitch",27y 67d,140 (58-1-81 41.79%),70 (0.50),40 (7-0-33 17.50%),12 (0.30)
38,"Rockliff, Tom",26y 173d,132 (41-0-91 31.06%),68 (0.52),←,
44,"Smith, Archie",21y 25d,3 (1-0-2 33.33%),1 (0.33),←,
28,"Taylor, Lewis",21y 178d,61 (13-0-48 21.31%),46 (0.75),←,
14,"Walker, Josh",23y 275d,47 (22-1-24 47.87%),54 (1.15),14 (3-0-11 21.43%),19 (1.36)
15,"Zorko, Dayne",27y 186d,99 (32-0-67 32.32%),100 (1.01),←,
Totals,Totals,23y 198d,1519 (515-7-997 33.90%),781 (0.51),,
C,"Leppitsch, Justin",40y 317d,64 (14-0-50 21.88%),,←,
