Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
27,"Ball, Jason",28y 201d,121 (72-0-49 59.50%),136 (1.12),18 (9-0-9 50.00%),22 (1.22)
21,"Barry, Leo",24y 22d,76 (41-0-35 53.95%),49 (0.64),←,
24,"Bolton, Jude",21y 87d,36 (16-0-20 44.44%),25 (0.69),←,
28,"Crouch, Jared",23y 97d,74 (37-0-37 50.00%),12 (0.16),←,
12,"Fosdike, Nic",21y 104d,41 (20-0-21 48.78%),20 (0.49),←,
37,"Goodes, Adam",21y 153d,53 (25-0-28 47.17%),82 (1.55),←,
14,"Kelly, Paul",31y 317d,206 (78-3-125 38.59%),174 (0.84),←,
31,"Kirk, Brett",24y 228d,22 (10-0-12 45.45%),9 (0.41),←,
3,"Lewis, Dale",32y 37d,176 (68-2-106 39.20%),183 (1.04),←,
34,"Luff, Troy",31y 200d,152 (71-2-79 47.37%),85 (0.56),←,
4,"Mathews, Ben",22y 193d,54 (27-0-27 50.00%),8 (0.15),←,
11,"Maxfield, Stuart",29y 62d,214 (107-2-105 50.47%),125 (0.58),125 (72-1-52 58.00%),60 (0.48)
13,"McPherson, Daniel",25y 340d,82 (47-1-34 57.93%),24 (0.29),←,
23,"Nicks, Matthew",26y 28d,99 (56-0-43 56.57%),50 (0.51),←,
19,"OLoughlin, Michael",24y 110d,134 (74-1-59 55.60%),199 (1.49),←,
22,"Saddington, Jason",21y 230d,77 (40-0-37 51.95%),25 (0.32),←,
25,"Schauble, Andrew",24y 205d,112 (43-0-69 38.39%),20 (0.18),33 (16-0-17 48.48%),9 (0.27)
2,"Schwass, Wayne",32y 195d,262 (142-0-120 54.20%),148 (0.56),78 (41-0-37 52.56%),51 (0.65)
7,"Seymour, Brad",25y 38d,107 (57-1-49 53.74%),9 (0.08),←,
1,"Stafford, Greg",26y 287d,120 (57-1-62 47.92%),47 (0.39),←,
20,"Stevens, John",29y 360d,76 (39-0-37 51.32%),44 (0.58),←,
10,"Williams, Paul",28y 68d,200 (87-2-111 44.00%),235 (1.17),11 (6-0-5 54.55%),12 (1.09)
Totals,Totals,26y 79d,2494 (1214-15-1265 48.68%),1709 (0.69),,
C,"Eade, Rodney",43y 67d,128 (72-1-55 56.64%),,←,
