Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
43,"Barham, Jaxson",4,1,2,6,,1.0,,4.0,,3.0,,2.0,,,,3.0,3.0,,,,,,84.0
17,"Beams, Dayne",14,4,10,24,,2.0,,5.0,1.0,5.0,8.0,1.0,,,,10.0,13.0,,,1.0,,,82.0
15,"Brown, Leigh",6,3,2,8,,,,5.0,,2.0,,1.0,1.0,,,4.0,3.0,1.0,1.0,,,1.0,79.0
32,"Cloke, Travis",9,9,7,16,1,2.0,,4.0,1.0,5.0,,1.0,1.0,,,9.0,7.0,5.0,1.0,1.0,,,96.0
1,"Davis, Leon",5,2,4,9,1,2.0,,4.0,1.0,1.0,1.0,3.0,,1.0,,6.0,3.0,1.0,1.0,1.0,,1.0,88.0
33,"Dick, Brad",8,,4,12,4,1.0,,8.0,,4.0,,,,,,1.0,10.0,,,,2.0,1.0,67.0
25,"Fraser, Josh",6,4,2,8,,1.0,4.0,3.0,1.0,3.0,3.0,1.0,,1.0,,3.0,5.0,,,2.0,,,64.0
18,"Jolly, Darren",7,5,2,9,1,1.0,18.0,2.0,,3.0,1.0,2.0,2.0,1.0,,2.0,7.0,,1.0,3.0,6.0,1.0,78.0
24,"Lockyer, Tarkyn",13,8,9,22,1,,,7.0,,5.0,,2.0,1.0,,,7.0,15.0,,1.0,2.0,,,81.0
8,"Lumumba, Heritier",10,8,7,17,,1.0,,4.0,1.0,1.0,,2.0,1.0,1.0,,4.0,14.0,1.0,,3.0,9.0,,100.0
30,"Macaffer, Brent",7,4,5,12,,,,7.0,,1.0,1.0,1.0,1.0,,,5.0,7.0,,,5.0,1.0,,92.0
5,"Maxwell, Nick",4,3,4,8,,,,2.0,1.0,,,1.0,,,,2.0,5.0,1.0,,1.0,1.0,,35.0
7,"Medhurst, Paul",5,3,7,12,,,,6.0,,4.0,,1.0,1.0,,,3.0,9.0,,,3.0,,,69.0
10,"Pendlebury, Scott",16,9,11,27,,1.0,,9.0,,4.0,9.0,1.0,2.0,,,14.0,13.0,2.0,2.0,2.0,2.0,,83.0
35,"Prestigiacomo, Simon",2,1,6,8,,,,,,,,1.0,,1.0,,3.0,4.0,,,6.0,,,100.0
20,"Reid, Ben",18,9,4,22,,,,1.0,5.0,2.0,1.0,1.0,,1.0,,7.0,14.0,2.0,,3.0,,,100.0
39,"Shaw, Heath",10,4,2,12,,,,2.0,6.0,2.0,,2.0,1.0,2.0,,1.0,8.0,,,4.0,4.0,,80.0
22,"Sidebottom, Steele",14,7,9,23,1,2.0,,6.0,2.0,3.0,,2.0,1.0,1.0,,4.0,18.0,2.0,1.0,,1.0,1.0,81.0
36,"Swan, Dane",21,7,17,38,,3.0,,7.0,2.0,6.0,5.0,,1.0,,2.0,19.0,20.0,2.0,,1.0,,,83.0
13,"Thomas, Dale",16,3,7,23,,,,2.0,3.0,1.0,2.0,2.0,1.0,1.0,,7.0,16.0,,1.0,5.0,3.0,1.0,85.0
34,"Toovey, Alan",8,4,6,14,,,,1.0,2.0,,1.0,1.0,2.0,,,6.0,7.0,1.0,,2.0,,,99.0
21,"Wellingham, Sharrod",11,5,6,17,,1.0,,2.0,,3.0,1.0,3.0,1.0,2.0,,3.0,13.0,,,,1.0,1.0,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,103,133,347,9,22.0,22.0,91.0,26.0,58.0,33.0,31.0,17.0,12.0,2.0,123.0,214.0,18.0,9.0,45.0,30.0,7.0,
Opposition,Opposition,204,114,205,409,11,10.0,37.0,48.0,38.0,38.0,29.0,38.0,12.0,17.0,4.0,129.0,280.0,11.0,15.0,43.0,16.0,8.0,
