Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",22,8,5,27,3,3.0,1.0,1.0,,,,,2.0,1.0,3.0,,,,,,,,
22,"Bain, David",23,5,4,27,1,1.0,,4.0,,,,,3.0,2.0,2.0,,,,,,,,
25,"Campbell, Matthew",7,2,4,11,,,,1.0,,,,,2.0,1.0,,,,,,,,,
1,"Champion, Richard",12,4,9,21,,,6.0,1.0,,,,,1.0,2.0,,,,,,,,,
12,"Clarke, Troy",10,4,9,19,,,,3.0,,,,,,,,,,,,,,,
4,"Gastev, John",12,7,10,22,,,,1.0,,,,,1.0,2.0,,,,,,,,,
34,"Green, Ashley",11,4,5,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",10,6,6,16,,,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Hutton, John",12,9,3,15,3,,1.0,3.0,,,,,1.0,1.0,,,,,,,,,
17,"Leslie, Martin",5,3,4,9,,,,,,,,,2.0,,,,,,,,,,
40,"McLuckie, Steven",13,6,6,19,,,,1.0,,,,,3.0,,,,,,,,,,
24,"Merrett, Roger",6,3,4,10,1,,1.0,2.0,,,,,3.0,,,,,,,,,,
26,"Noonan, Danny",23,6,5,28,2,,,1.0,,,,,1.0,,,,,,,,,,
44,"Palfreyman, Nigel",2,3,6,8,,,,1.0,,,,,1.0,1.0,,,,,,,,,
6,"Retzlaff, Brendon",10,2,3,13,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
23,"Schache, Laurence",6,3,2,8,1,,,,,,,,,,,,,,,,,,
29,"Wearne, David",1,,2,3,,,,1.0,,,,,,1.0,,,,,,,,,
33,"White, Darryl",2,5,12,14,,1.0,9.0,2.0,,,,,,3.0,,,,,,,,,
28,"Windsor, Ray",5,1,,5,2,,,1.0,,,,,1.0,,,,,,,,,,
18,"Worsfold, Peter",2,1,2,4,1,1.0,,,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,82,101,295,14,8.0,18.0,26.0,,,,,24.0,19.0,5.0,,,,,,,,
Opposition,Opposition,198,50,108,306,13,14.0,22.0,22.0,,,,,19.0,24.0,1.0,,,,,,,,
