Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
30,"Adams, Taylor",18y 278d,8 (1-0-7 12.50%),2 (0.25),←,
10,"Brogan, Dean",33y 193d,179 (99-1-79 55.59%),50 (0.28),5 (0-0-5 0.00%),
14,"Bugg, Tomas",19y 80d,11 (1-0-10 9.09%),2 (0.18),←,
18,"Cameron, Jeremy",19y 84d,10 (1-0-9 10.00%),21 (2.10),←,
13,"Darley, Sam",19y 130d,5 (0-0-5 0.00%),,←,
1,"Davis, Phil",21y 299d,30 (12-0-18 40.00%),4 (0.13),12 (1-0-11 8.33%),3 (0.25)
22,"Edwards, Shaun",18y 194d,4 (0-0-4 0.00%),1 (0.25),←,
26,"Giles, Jonathan",24y 168d,11 (1-0-10 9.09%),11 (1.00),←,
35,"Greene, Toby",18y 273d,10 (1-0-9 10.00%),3 (0.30),←,
36,"Hombsch, Jack",19y 109d,7 (0-0-7 0.00%),,←,
38,"McDonald, James",35y 263d,259 (103-1-155 39.96%),59 (0.23),8 (0-0-8 0.00%),3 (0.38)
39,"Mohr, Tim",23y 249d,11 (1-0-10 9.09%),1 (0.09),←,
7,"Palmer, Rhys",23y 132d,62 (22-0-40 35.48%),27 (0.44),9 (1-0-8 11.11%),4 (0.44)
12,"Patton, Jonathon",19y 35d,2 (0-0-2 0.00%),2 (1.00),←,
6,"Power, Luke",32y 168d,293 (153-3-137 52.73%),226 (0.77),11 (1-0-10 9.09%),
9,"Scully, Tom",21y 40d,42 (14-1-27 34.52%),8 (0.19),11 (1-0-10 9.09%),2 (0.18)
5,"Shiel, Dylan",19y 107d,11 (1-0-10 9.09%),5 (0.45),←,
34,"Smith, Devon",19y 35d,11 (1-0-10 9.09%),3 (0.27),←,
17,"Treloar, Adam",19y 107d,9 (1-0-8 11.11%),5 (0.56),←,
8,"Ward, Callan",22y 75d,72 (33-0-39 45.83%),38 (0.53),12 (1-0-11 8.33%),5 (0.42)
42,"Whiley, Mark",19y 206d,2 (0-0-2 0.00%),,←,
16,"Wilson, Nathan",19y 169d,4 (0-0-4 0.00%),4 (1.00),←,
Totals,Totals,22y 55d,1053 (445-6-602 42.26%),472 (0.45),,
C,"Sheedy, Kevin",64y 183d,646 (387-6-253 60.37%),,12 (1-0-11 8.33%),
