Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 145d,236 (143-0-93 60.59%),131 (0.56),←,
27,"Baird, John",23y 66d,34 (17-1-16 51.47%),6 (0.18),←,
16,"Brown, Leigh",21y 174d,83 (28-1-54 34.34%),30 (0.36),20 (9-1-10 47.50%),10 (0.50)
22,"Burton, Matthew",33y 89d,146 (60-0-86 41.10%),63 (0.43),76 (38-0-38 50.00%),31 (0.41)
43,"Clayton, Jeremy",22y 188d,3 (1-0-2 33.33%),1 (0.33),←,
2,"Colbert, Leigh",28y 70d,168 (95-2-71 57.14%),63 (0.38),63 (33-1-29 53.17%),13 (0.21)
6,"Grant, Shannon",26y 119d,190 (110-2-78 58.42%),209 (1.10),132 (78-1-53 59.47%),171 (1.30)
4,"Harris, Daniel",21y 98d,24 (11-1-12 47.92%),6 (0.25),←,
29,"Harvey, Brent",25y 94d,148 (89-1-58 60.47%),172 (1.16),←,
21,"Jones, Corey",22y 171d,36 (15-0-21 41.67%),32 (0.89),←,
34,"King, David",31y 162d,217 (133-1-83 61.52%),136 (0.63),←,
35,"Makepeace, Troy",24y 163d,82 (41-1-40 50.61%),19 (0.23),←,
32,"Morrell, Digby",23y 310d,40 (20-1-19 51.25%),47 (1.17),←,
19,"Motlop, Daniel",21y 153d,20 (5-1-14 27.50%),14 (0.70),←,
20,"Petrie, Drew",20y 305d,39 (17-1-21 44.87%),34 (0.87),←,
17,"Porter, Mark",26y 309d,93 (46-1-46 50.00%),20 (0.22),38 (18-1-19 48.68%),7 (0.18)
3,"Rawlings, Brady",22y 67d,68 (39-0-29 57.35%),24 (0.35),←,
7,"Simpson, Adam",27y 181d,178 (111-1-66 62.64%),58 (0.33),←,
9,"Sinclair, Jess",24y 355d,103 (37-1-65 36.41%),52 (0.50),53 (24-1-28 46.23%),26 (0.49)
10,"Stevens, Anthony",32y 45d,272 (163-1-108 60.11%),122 (0.45),←,
36,"Watt, Shannon",22y 263d,46 (22-1-23 48.91%),4 (0.09),←,
8,"Wells, Daniel",18y 194d,16 (8-1-7 53.13%),9 (0.56),←,
Totals,Totals,25y 20d,2242 (1211-19-1012 54.01%),1252 (0.56),,
C,"Laidley, Dani",36y 142d,20 (9-1-10 47.50%),,←,
