Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Anthony, John",5,5,6,11,1,,,5.0,1.0,1.0,,4.0,1.0,2.0,,4.0,7.0,1.0,1.0,5.0,2.0,,89.0
43,"Barham, Jaxson",6,6,8,14,1,,,4.0,1.0,2.0,1.0,2.0,,1.0,,3.0,11.0,,,1.0,4.0,1.0,81.0
17,"Beams, Dayne",15,8,6,21,2,,,2.0,1.0,4.0,1.0,2.0,,1.0,,3.0,18.0,1.0,2.0,,1.0,,64.0
15,"Brown, Leigh",5,2,9,14,,,1.0,2.0,1.0,,,2.0,,1.0,,5.0,10.0,,1.0,12.0,,,92.0
32,"Cloke, Travis",19,8,7,26,1,1.0,1.0,5.0,1.0,8.0,2.0,3.0,2.0,1.0,,10.0,14.0,1.0,1.0,2.0,,1.0,91.0
1,"Davis, Leon",24,4,4,28,3,4.0,,,2.0,4.0,1.0,2.0,1.0,,2.0,8.0,20.0,,1.0,,4.0,,87.0
31,"Dawes, Chris",4,3,7,11,1,,7.0,3.0,,,1.0,2.0,,1.0,,7.0,4.0,1.0,1.0,1.0,,,73.0
4,"Didak, Alan",15,3,9,24,1,1.0,,4.0,1.0,3.0,3.0,3.0,1.0,,,5.0,17.0,,,3.0,11.0,,84.0
26,"Johnson, Ben",14,6,11,25,,,,,3.0,5.0,,3.0,1.0,3.0,,4.0,19.0,,,1.0,3.0,,67.0
24,"Lockyer, Tarkyn",14,7,10,24,1,1.0,,3.0,1.0,3.0,,1.0,1.0,,,8.0,16.0,1.0,1.0,,,1.0,85.0
8,"Lumumba, Heritier",11,3,9,20,,,,2.0,4.0,2.0,1.0,3.0,,2.0,,9.0,11.0,1.0,,1.0,,,100.0
5,"Maxwell, Nick",10,10,8,18,,,,1.0,8.0,1.0,,,1.0,,,2.0,16.0,,,10.0,7.0,,95.0
7,"Medhurst, Paul",6,5,6,12,,,,,,2.0,,3.0,3.0,1.0,,5.0,7.0,,2.0,,,2.0,67.0
11,"OBree, Shane",7,2,11,18,,,,,1.0,2.0,1.0,5.0,,2.0,,5.0,13.0,,1.0,2.0,1.0,,64.0
10,"Pendlebury, Scott",13,2,15,28,,,,4.0,5.0,5.0,5.0,,1.0,,,11.0,17.0,,,1.0,6.0,,75.0
35,"Prestigiacomo, Simon",2,4,4,6,,,,3.0,3.0,,,,,,1.0,1.0,5.0,,,5.0,9.0,,100.0
39,"Shaw, Heath",19,4,9,28,,,,3.0,12.0,1.0,2.0,1.0,3.0,,,10.0,12.0,,,4.0,17.0,,96.0
22,"Sidebottom, Steele",5,4,6,11,,,,4.0,,1.0,1.0,,,,,1.0,10.0,,1.0,4.0,,1.0,76.0
36,"Swan, Dane",23,7,15,38,1,,,1.0,2.0,3.0,8.0,1.0,1.0,,3.0,15.0,21.0,1.0,,2.0,5.0,,82.0
13,"Thomas, Dale",9,6,11,20,1,1.0,,1.0,1.0,4.0,4.0,1.0,,1.0,,10.0,11.0,,1.0,,,1.0,65.0
34,"Toovey, Alan",9,3,4,13,1,,,6.0,3.0,1.0,1.0,3.0,2.0,2.0,,3.0,10.0,,,3.0,2.0,2.0,92.0
19,"Wood, Cameron",5,8,9,14,,,18.0,2.0,,3.0,1.0,2.0,,2.0,,5.0,10.0,,1.0,6.0,1.0,1.0,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,240,110,184,424,14,10.0,27.0,55.0,51.0,55.0,33.0,43.0,18.0,20.0,6.0,134.0,279.0,7.0,14.0,63.0,73.0,10.0,
Opposition,Opposition,200,82,185,385,4,16.0,40.0,57.0,39.0,56.0,32.0,46.0,20.0,18.0,,124.0,259.0,6.0,4.0,50.0,27.0,3.0,
