Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",19y 18d,9 (7-0-2 77.78%),3 (0.33),←,
20,"Brogan, Dean",28y 248d,96 (66-1-29 69.27%),31 (0.32),←,
7,"Burgoyne, Peter",29y 202d,203 (116-3-84 57.88%),184 (0.91),←,
8,"Burgoyne, Shaun",24y 302d,124 (84-0-40 67.74%),134 (1.08),←,
27,"Carlile, Alipate",20y 111d,8 (5-0-3 62.50%),,←,
25,"Cassisi, Domenic",24y 331d,102 (65-1-36 64.22%),42 (0.41),←,
30,"Chaplin, Troy",21y 177d,37 (20-1-16 55.41%),4 (0.11),←,
35,"Cornes, Chad",27y 280d,180 (112-1-67 62.50%),147 (0.82),←,
18,"Cornes, Kane",24y 226d,135 (85-1-49 63.33%),62 (0.46),←,
33,"Ebert, Brett",23y 274d,74 (39-1-34 53.38%),106 (1.43),←,
5,"Lade, Brendon",31y 40d,190 (108-3-79 57.63%),155 (0.82),←,
4,"Motlop, Daniel",25y 156d,71 (31-1-39 44.37%),93 (1.31),24 (11-0-13 45.83%),40 (1.67)
16,"Pearce, Danyle",21y 134d,45 (23-0-22 51.11%),31 (0.69),←,
36,"Pettigrew, Michael",22y 156d,51 (26-0-25 50.98%),22 (0.43),←,
15,"Rodan, David",23y 315d,85 (32-0-53 37.65%),67 (0.79),20 (13-0-7 65.00%),24 (1.20)
3,"Salopek, Steven",22y 59d,58 (32-0-26 55.17%),29 (0.50),←,
9,"Surjan, Jacob",22y 4d,42 (24-0-18 57.14%),7 (0.17),←,
6,"Thomson, Adam",20y 363d,21 (11-0-10 52.38%),11 (0.52),←,
28,"Thurstans, Toby",27y 5d,78 (49-1-28 63.46%),50 (0.64),←,
1,"Tredrea, Warren",28y 238d,205 (122-2-81 60.00%),449 (2.19),←,
39,"Westhoff, Justin",20y 322d,11 (7-0-4 63.64%),26 (2.36),←,
21,"Wilson, Michael",30y 271d,183 (99-4-80 55.19%),51 (0.28),←,
Totals,Totals,24y 226d,2008 (1163-20-825 57.92%),1704 (0.85),,
C,"Williams, Mark",48y 363d,209 (125-2-82 60.29%),,←,
