Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17 ↓,"Bowey, Jake",5,1,5,10,,,,1.0,1.0,1.0,,,,,,4.0,4.0,,,,,,54.0
10,"Brayshaw, Angus",5,,10,15,,,,6.0,2.0,2.0,3.0,3.0,1.0,1.0,,10.0,7.0,,,2.0,,1.0,86.0
37,"Chandler, Kade",8,2,5,13,1,1.0,,5.0,,3.0,,1.0,1.0,,,4.0,8.0,,1.0,,,1.0,70.0
31,"Fritsch, Bayley",10,6,3,13,2,1.0,,2.0,,4.0,,1.0,2.0,1.0,,8.0,6.0,2.0,3.0,1.0,,1.0,87.0
11,"Gawn, Max",8,,4,12,,,30.0,2.0,2.0,3.0,4.0,7.0,2.0,2.0,,8.0,5.0,,,4.0,,,87.0
6,"Grundy, Brodie",5,2,7,12,1,,15.0,4.0,,1.0,1.0,2.0,2.0,1.0,,9.0,3.0,,,1.0,,,69.0
14,"Hibberd, Michael",7,1,3,10,,,,,5.0,,,1.0,2.0,,,4.0,5.0,,,6.0,,,97.0
12,"Hunter, Lachie",16,3,8,24,1,,,3.0,2.0,3.0,1.0,4.0,,1.0,,8.0,14.0,,2.0,1.0,,1.0,89.0
23 ↑,"Jordon, James",4,1,2,6,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,5.0,1.0,,,,,,25.0
15,"Langdon, Ed",7,2,8,15,,1.0,,,2.0,2.0,2.0,3.0,,2.0,,7.0,8.0,,1.0,,,,91.0
8,"Lever, Jake",3,3,7,10,,,,1.0,2.0,1.0,,,1.0,,,4.0,5.0,,,7.0,,,100.0
1,"May, Steven",19,2,4,23,,,,2.0,15.0,1.0,,1.0,1.0,,,5.0,10.0,1.0,,11.0,,,100.0
25,"McDonald, Tom",4,3,4,8,2,1.0,,1.0,,,,2.0,,2.0,,7.0,2.0,2.0,2.0,1.0,,,83.0
41,"McVee, Judd",3,,3,6,,,,6.0,1.0,1.0,1.0,1.0,,,,4.0,2.0,,,2.0,,,67.0
30,"Neal-Bullen, Alex",6,,6,12,,,,4.0,,1.0,3.0,2.0,,,,6.0,6.0,,,2.0,,,73.0
13,"Oliver, Clayton",17,,13,30,,,,9.0,2.0,8.0,8.0,8.0,4.0,3.0,,16.0,16.0,,,1.0,,1.0,86.0
5,"Petracca, Christian",13,3,9,22,1,2.0,,5.0,2.0,5.0,4.0,10.0,,3.0,1.0,13.0,10.0,,1.0,,,1.0,82.0
36,"Pickett, Kysaiah",2,1,4,6,1,,,2.0,,1.0,,3.0,,1.0,,4.0,2.0,,1.0,1.0,1.0,,66.0
24,"Rivers, Trent",16,3,3,19,,,,4.0,5.0,4.0,,4.0,1.0,1.0,,5.0,11.0,,,6.0,1.0,,81.0
3,"Salem, Christian",11,3,7,18,,,,5.0,7.0,1.0,,3.0,,1.0,,5.0,12.0,,,1.0,,,84.0
9,"Spargo, Charlie",6,2,6,12,1,,,2.0,1.0,2.0,,2.0,,,,3.0,9.0,,,,,1.0,71.0
2,"van Rooyen, Jacob",7,2,3,10,1,1.0,,2.0,,,,3.0,1.0,2.0,,6.0,4.0,,1.0,3.0,,,74.0
7,"Viney, Jack",10,1,8,18,,,,5.0,,2.0,2.0,8.0,,2.0,,7.0,9.0,,,2.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,41,132,324,11,10.0,45.0,72.0,50.0,48.0,30.0,70.0,19.0,23.0,1.0,152.0,159.0,5.0,12.0,52.0,2.0,7.0,
Opposition,Opposition,218,70,138,356,11,14.0,23.0,75.0,37.0,61.0,40.0,62.0,24.0,19.0,5.0,144.0,188.0,3.0,17.0,66.0,1.0,7.0,
