0,1,2,3,4,5,6
←,"Round: 13 Venue: Kardinia Park Date: Sun, 15-Jun-2014 1:10 PM Attendance: 25180","Round: 13 Venue: Kardinia Park Date: Sun, 15-Jun-2014 1:10 PM Attendance: 25180","Round: 13 Venue: Kardinia Park Date: Sun, 15-Jun-2014 1:10 PM Attendance: 25180","Round: 13 Venue: Kardinia Park Date: Sun, 15-Jun-2014 1:10 PM Attendance: 25180","Round: 13 Venue: Kardinia Park Date: Sun, 15-Jun-2014 1:10 PM Attendance: 25180",→
←,Geelong,6.4.40,12.7.79,16.11.107,20.13.133,→
←,St Kilda,1.2.8,2.3.15,2.5.17,5.7.37,→
←,Qrt margin,GE by 32,GE by 64,GE by 90,GE by 96,→
←,Qrt scores,GE 40-8,GE 39-7,GE 28-2,GE 26-20,→
←,Field umpires,"Luke Farmer (129), Tristan Burgess (22), Jason Armstrong (102)","Luke Farmer (129), Tristan Burgess (22), Jason Armstrong (102)","Luke Farmer (129), Tristan Burgess (22), Jason Armstrong (102)","Luke Farmer (129), Tristan Burgess (22), Jason Armstrong (102)",→
