Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",25y 62d,146 (88-3-55 61.30%),158 (1.08),108 (65-2-41 61.11%),114 (1.06)
10,"Ashcroft, Marcus",30y 214d,273 (121-4-148 45.05%),144 (0.53),121 (68-2-51 57.02%),60 (0.50)
20,"Black, Simon",23y 24d,80 (54-0-26 67.50%),64 (0.80),←,
26,"Bolton, Craig",21y 331d,24 (13-0-11 54.17%),10 (0.42),←,
36,"Bradshaw, Daniel",23y 157d,79 (46-1-32 58.86%),171 (2.16),76 (43-1-32 57.24%),171 (2.25)
16,"Brown, Jonathan",20y 180d,42 (32-0-10 76.19%),43 (1.02),←,
19,"Charman, Jamie",19y 285d,6 (5-0-1 83.33%),,←,
30,"Copeland, Robert",20y 336d,22 (20-0-2 90.91%),9 (0.41),←,
32,"Hart, Shaun",30y 345d,210 (101-2-107 48.57%),144 (0.69),108 (64-1-43 59.72%),63 (0.58)
2,"Johnson, Chris",25y 332d,158 (64-2-92 41.14%),133 (0.84),99 (57-2-40 58.59%),66 (0.67)
27,"Keating, Clark",26y 39d,83 (55-2-26 67.47%),58 (0.70),69 (45-1-23 65.94%),49 (0.71)
44,"Lappin, Nigel",25y 310d,181 (102-3-76 57.18%),132 (0.73),120 (70-2-48 59.17%),92 (0.77)
23,"Leppitsch, Justin",26y 208d,145 (79-3-63 55.52%),172 (1.19),101 (57-2-42 57.43%),114 (1.13)
9,"McGrath, Ashley",18y 342d,6 (5-0-1 83.33%),,←,
4,"McRae, Craig",28y 217d,137 (82-2-53 60.58%),164 (1.20),98 (61-2-35 63.27%),108 (1.10)
15,"Michael, Mal",24y 307d,90 (44-0-46 48.89%),26 (0.29),29 (23-0-6 79.31%),3 (0.10)
8,"Notting, Tim",23y 188d,57 (40-0-17 70.18%),45 (0.79),←,
13,"Pike, Martin",29y 164d,168 (91-0-77 54.17%),68 (0.40),27 (21-0-6 77.78%),9 (0.33)
6,"Power, Luke",22y 109d,64 (41-0-23 64.06%),90 (1.41),←,
5,"Scott, Brad",25y 359d,76 (40-1-35 53.29%),26 (0.34),54 (32-1-21 60.19%),20 (0.37)
22,"Scott, Chris",25y 359d,151 (86-2-63 57.62%),60 (0.40),96 (59-1-36 61.98%),37 (0.39)
3,"Voss, Michael",26y 294d,181 (102-1-78 56.63%),152 (0.84),102 (64-0-38 62.75%),80 (0.78)
Totals,Totals,24y 318d,2379 (1311-26-1042 55.11%),1869 (0.79),,
C,"Matthews, Leigh",50y 57d,303 (180-5-118 60.23%),,79 (55-0-24 69.62%),
