Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",18,2,7,25,,,,3.0,,,,,2.0,2.0,,,,,,,,,
35,"Athorn, Mark",12,5,4,16,,,,,,,,,1.0,,,,,,,,,,
18,"Blakey, John",6,2,3,9,,1.0,,,,,,,,1.0,,,,,,,,,
42,"Board, Terry",9,1,4,13,,,,2.0,,,,,,,,,,,,,,,
5,"Brockhurst, Andrew",7,2,3,10,,,,1.0,,,,,1.0,,,,,,,,,,
49,"Bunn, Mark",16,3,7,23,,,,2.0,,,,,,,,,,,,,,,
40,"Clayton, Scott",9,1,7,16,,,,,,,,,1.0,2.0,,,,,,,,,
2,"Dilena, Carl",3,1,4,7,,2.0,,1.0,,,,,,1.0,,,,,,,,,
7,"Gale, Michael",4,3,5,9,,2.0,,1.0,,,,,,1.0,,,,,,,,,
6,"Ironmonger, John",,,1,1,,,1.0,1.0,,,,,,1.0,,,,,,,,,
21,"Kappler, Darren",18,6,3,21,1,3.0,,5.0,,,,,2.0,1.0,,,,,,,,,
12,"Kickett, Dale",15,6,12,27,1,2.0,,6.0,,,,,2.0,1.0,,,,,,,,,
11,"Lynch, Alastair",9,6,2,11,,3.0,1.0,2.0,,,,,1.0,2.0,,,,,,,,,
29,"Lyon, Ross",6,4,13,19,1,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,
3,"Pert, Gary",15,3,2,17,,,,,,,,,2.0,2.0,,,,,,,,,
9,"Rendell, Matthew",13,5,1,14,1,1.0,14.0,2.0,,,,,2.0,1.0,,,,,,,,,
1,"Roos, Paul",12,5,5,17,,,,,,,,,2.0,1.0,,,,,,,,,
33,"Stephens, Brett",8,6,5,13,,,,,,,,,,,,,,,,,,,
23,"Taylor, Jason",8,4,2,10,,3.0,,,,,,,,,,,,,,,,,
8,"Wynd, Jim",16,1,2,18,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,66,92,296,5,20.0,17.0,29.0,,,,,18.0,17.0,,,,,,,,,
Opposition,Opposition,211,67,120,331,12,10.0,13.0,32.0,,,,,17.0,18.0,6.0,,,,,,,,
