St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Brown, Tony",14,7,13,27,,1.0,1.0,1.0,1.0,2.0,8.0,,,1.0,,12.0,16.0,2.0,,1.0,,,
3,"Burke, Nathan",22,8,8,30,1,,,,5.0,6.0,3.0,2.0,1.0,,3.0,9.0,22.0,1.0,,1.0,1.0,,
16,"Carr, Matthew",,,,,,,,,,,,,,,,,,,,,,,
10,"Everitt, Peter",14,6,4,18,2,2.0,20.0,,,4.0,3.0,5.0,,5.0,,5.0,12.0,1.0,1.0,4.0,,,
14,"Francis, Tony",14,3,2,16,,,,2.0,3.0,6.0,1.0,1.0,,,,2.0,14.0,,,1.0,,,
25,"Hall, Barry",11,10,1,12,,2.0,,1.0,,6.0,,,1.0,,,3.0,10.0,2.0,2.0,,,,
7,"Hayes, Lenny",7,4,5,12,1,,,,,2.0,1.0,5.0,,1.0,,5.0,7.0,,1.0,1.0,,,
8,"Hudghton, Max",7,4,8,15,,1.0,,,1.0,1.0,1.0,2.0,2.0,,,6.0,10.0,,,3.0,3.0,,
5,"Jones, Austinn",13,5,4,17,1,2.0,,1.0,,4.0,1.0,,,,,5.0,11.0,,1.0,1.0,1.0,,
23,"Loewe, Stewart",9,9,11,20,1,2.0,6.0,1.0,,1.0,1.0,5.0,1.0,2.0,,7.0,13.0,2.0,5.0,,1.0,,
26,"McLaren, Joe",17,8,10,27,2,,,1.0,3.0,6.0,4.0,4.0,1.0,,1.0,6.0,22.0,,,,1.0,,
11,"Mitchell, Gavin",6,5,6,12,2,1.0,,2.0,,,5.0,,,1.0,,4.0,9.0,,3.0,2.0,,,
1,"Peckett, Justin",7,3,1,8,,,,,2.0,2.0,,,,,,2.0,6.0,,,,1.0,,
28,"Ryan, Damien",6,3,6,12,,,,3.0,,3.0,1.0,,1.0,,,5.0,7.0,,,3.0,,,
13,"Sierakowski, David",4,3,5,9,,,4.0,2.0,,1.0,3.0,2.0,1.0,2.0,,4.0,6.0,,1.0,1.0,,,
19,"Sziller, Steven",7,4,9,16,1,,,2.0,1.0,3.0,1.0,1.0,,3.0,,7.0,10.0,,1.0,5.0,,,
4,"Thompson, Andrew",17,4,9,26,,1.0,,1.0,,8.0,3.0,4.0,1.0,2.0,,11.0,15.0,,,,,,
32,"Traianidis, Jason",2,2,5,7,,,,2.0,,,,,,,,3.0,5.0,,,,,,
15,"Wakelin, Darryl",6,1,2,8,,,,1.0,3.0,,,,,,,2.0,5.0,,1.0,,,,
12,"Wakelin, Shane",4,2,6,10,,,,2.0,2.0,,1.0,,1.0,,,7.0,3.0,1.0,,,,,
33,"Walton, Ben",6,1,4,10,,1.0,,1.0,,,1.0,,1.0,,,4.0,8.0,,1.0,1.0,,,
20,"Young, Matthew",17,3,5,22,,,,3.0,6.0,1.0,,2.0,1.0,1.0,,6.0,12.0,,,,2.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,95,124,334,11,16.0,31.0,26.0,27.0,56.0,38.0,33.0,12.0,18.0,4.0,115.0,223.0,9.0,17.0,24.0,10.0,,
Opposition,Opposition,200,94,108,308,15,13.0,31.0,16.0,39.0,48.0,37.0,32.0,18.0,12.0,2.0,133.0,184.0,12.0,17.0,19.0,9.0,,
