Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",22y 283d,51 (13-0-38 25.49%),25 (0.49),6 (5-0-1 83.33%),1 (0.17)
31,"Andrews, Harris",23y 220d,104 (32-0-72 30.77%),9 (0.09),←,
33,"Bailey, Zac",20y 299d,34 (18-0-16 52.94%),16 (0.47),←,
7,"Berry, Jarrod",22y 164d,64 (27-0-37 42.19%),30 (0.47),←,
13,"Berry, Tom",19y 78d,5 (4-0-1 80.00%),,←,
14,"Birchall, Grant",32y 172d,254 (172-1-81 67.91%),34 (0.13),6 (5-0-1 83.33%),
23,"Cameron, Charlie",26y 13d,115 (69-1-45 60.43%),174 (1.51),42 (22-0-20 52.38%),87 (2.07)
27,"Gardiner, Darcy",24y 300d,113 (41-0-72 36.28%),5 (0.04),←,
30,"Hipwood, Eric",22y 309d,82 (32-0-50 39.02%),121 (1.48),←,
35,"Lester, Ryan",27y 327d,132 (46-0-86 34.85%),45 (0.34),←,
17,"Lyons, Jarryd",27y 362d,123 (65-0-58 52.85%),64 (0.52),31 (21-0-10 67.74%),15 (0.48)
12,"Martin, Stefan",33y 244d,187 (56-1-130 30.21%),46 (0.25),130 (42-0-88 32.31%),23 (0.18)
11,"McCarthy, Lincoln",26y 270d,60 (44-0-16 73.33%),51 (0.85),31 (21-0-10 67.74%),26 (0.84)
6,"McCluggage, Hugh",22y 137d,70 (29-0-41 41.43%),44 (0.63),←,
46,"McInerney, Oscar",26y 8d,44 (23-0-21 52.27%),27 (0.61),←,
25,"McStay, Daniel",25y 24d,110 (39-0-71 35.45%),80 (0.73),←,
9,"Neale, Lachie",27y 55d,166 (86-0-80 51.81%),87 (0.52),31 (21-0-10 67.74%),20 (0.65)
16,"Rayner, Cam",20y 271d,53 (26-0-27 49.06%),47 (0.89),←,
10,"Rich, Daniel",30y 41d,214 (78-1-135 36.68%),107 (0.50),←,
5,"Robinson, Mitch",31y 41d,198 (85-1-112 43.18%),109 (0.55),98 (34-0-64 34.69%),51 (0.52)
37,"Starcevich, Brandon",20y 360d,12 (7-0-5 58.33%),2 (0.17),←,
15,"Zorko, Dayne",31y 160d,173 (61-0-112 35.26%),187 (1.08),←,
Totals,Totals,25y 271d,2364 (1053-5-1306 44.54%),1310 (0.55),,
C,"Fagan, Chris",59y 25d,75 (31-0-44 41.33%),,←,
