Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",8,4,2,10,,,1.0,1.0,,6.0,1.0,4.0,1.0,1.0,,3.0,7.0,1.0,,2.0,,,85.0
14,"Birchall, Grant",7,4,16,23,,,1.0,7.0,3.0,2.0,2.0,1.0,1.0,,,9.0,15.0,,,2.0,1.0,,83.0
30,"Brown, Campbell",6,2,8,14,,,,4.0,,5.0,,5.0,,2.0,,9.0,5.0,,1.0,3.0,,2.0,100.0
8,"Ellis, Xavier",10,5,11,21,1,2.0,1.0,3.0,,3.0,3.0,3.0,2.0,2.0,,7.0,14.0,,1.0,1.0,,,83.0
23,"Franklin, Lance",10,1,10,20,,2.0,,5.0,1.0,3.0,2.0,3.0,2.0,1.0,,8.0,12.0,,,2.0,,,96.0
6,"Gibson, Josh",,,1,1,,,,,,,,,1.0,,,1.0,,,,,,,7.0
27,"Gilham, Stephen",10,6,3,13,,,1.0,,2.0,1.0,,,,,,2.0,11.0,,,4.0,,,100.0
18,"Guerra, Brent",13,8,8,21,,,,3.0,4.0,1.0,1.0,2.0,1.0,1.0,,5.0,14.0,,1.0,3.0,,1.0,79.0
15,"Hodge, Luke",21,7,13,34,1,,,3.0,7.0,4.0,2.0,2.0,3.0,2.0,,11.0,21.0,,,4.0,2.0,,85.0
4,"Ladson, Rick",15,4,5,20,,,,1.0,2.0,2.0,1.0,2.0,,,,4.0,15.0,,,4.0,,,75.0
3,"Lewis, Jordan",9,6,13,22,,,2.0,,,3.0,5.0,4.0,,3.0,,7.0,14.0,,,,,1.0,64.0
5,"Mitchell, Sam",23,5,11,34,,1.0,,3.0,2.0,4.0,4.0,8.0,2.0,3.0,,8.0,26.0,,1.0,1.0,1.0,,90.0
19,"Morton, Jarryd",4,3,5,9,1,,,2.0,,,,,,,,2.0,7.0,,1.0,3.0,,1.0,86.0
28,"Moss, Garry",5,6,14,19,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,,5.0,15.0,,,1.0,,2.0,81.0
29,"Murphy, Tom",1,2,5,6,,,,2.0,1.0,,1.0,,,,,3.0,3.0,,,2.0,,,97.0
48,"Peterson, Carl",10,8,10,20,,,3.0,5.0,1.0,5.0,2.0,1.0,,,,7.0,13.0,1.0,1.0,,,1.0,74.0
34,"Renouf, Brent",4,4,8,12,1,,18.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,10.0,,,3.0,,,88.0
33,"Rioli, Cyril",13,6,11,24,4,1.0,1.0,6.0,1.0,5.0,2.0,2.0,1.0,,,11.0,14.0,,,,,,72.0
2,"Roughead, Jarryd",9,5,4,13,4,2.0,4.0,1.0,,1.0,1.0,3.0,,1.0,,7.0,7.0,3.0,5.0,2.0,,1.0,100.0
25,"Schoenmakers, Ryan",8,5,3,11,,,,2.0,1.0,3.0,,1.0,,,,3.0,8.0,,,2.0,,1.0,85.0
39,"Stratton, Ben",9,6,6,15,,,,2.0,2.0,,,3.0,,1.0,,5.0,10.0,2.0,,3.0,,,95.0
31,"Suckling, Matt",12,5,7,19,,,,,1.0,5.0,2.0,,,,,5.0,13.0,,,3.0,,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,102,174,381,12,12.0,33.0,54.0,30.0,57.0,32.0,46.0,16.0,19.0,,124.0,254.0,7.0,11.0,45.0,4.0,10.0,
Opposition,Opposition,222,112,174,396,14,16.0,35.0,60.0,42.0,51.0,39.0,49.0,19.0,16.0,6.0,133.0,261.0,17.0,14.0,48.0,13.0,11.0,
