Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
19,"Blakely, Connor",21y 51d,21 (7-0-14 33.33%),2 (0.10),←,
17,"Crozier, Hayden",23y 119d,53 (26-0-27 49.06%),35 (0.66),←,
7,"Fyfe, Nat",25y 216d,122 (75-1-46 61.89%),107 (0.88),←,
28,"Grey, Brady",21y 276d,6 (3-0-3 50.00%),3 (0.50),←,
21,"Hamling, Joel",24y 13d,28 (19-0-9 67.86%),,5 (3-0-2 60.00%),
9,"Hill, Bradley",23y 287d,100 (77-0-23 77.00%),61 (0.61),5 (3-0-2 60.00%),3 (0.60)
32,"Hill, Stephen",26y 356d,177 (96-0-81 54.24%),106 (0.60),←,
15,"Hughes, Ethan",22y 136d,9 (3-0-6 33.33%),,←,
5,"Ibbotson, Garrick",29y 38d,172 (85-1-86 49.71%),22 (0.13),←,
37,"Johnson, Michael",32y 184d,214 (118-1-95 55.37%),64 (0.30),←,
22,"Kersten, Shane",24y 38d,42 (31-0-11 73.81%),46 (1.10),5 (3-0-2 60.00%),5 (1.00)
26,"Langdon, Ed",21y 80d,20 (5-0-15 25.00%),11 (0.55),←,
2,"Logue, Griffin",19y 9d,3 (3-0-0 100.00%),1 (0.33),←,
23,"McCarthy, Cam",22y 21d,26 (15-0-11 57.69%),42 (1.62),5 (3-0-2 60.00%),6 (1.20)
16,"Mundy, David",31y 276d,256 (139-1-116 54.49%),103 (0.40),←,
27,"Neale, Lachie",23y 333d,97 (52-0-45 53.61%),49 (0.51),←,
31,"Sandilands, Aaron",34y 137d,249 (139-0-110 55.82%),92 (0.37),←,
11,"Sheridan, Tom",23y 176d,62 (34-0-28 54.84%),20 (0.32),←,
34,"Spurr, Lee",29y 269d,109 (69-1-39 63.76%),5 (0.05),←,
18,"Tucker, Darcy",20y 89d,15 (5-0-10 33.33%),3 (0.20),←,
10,"Walters, Michael",26y 105d,99 (56-1-42 57.07%),182 (1.84),←,
14,"Weller, Lachie",21y 58d,30 (9-0-21 30.00%),14 (0.47),←,
Totals,Totals,24y 331d,1910 (1066-6-838 55.81%),968 (0.51),,
C,"Lyon, Ross",50y 165d,245 (150-5-90 62.24%),,124 (74-1-49 60.08%),
