Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Blease, Sam",22y 151d,29 (6-0-23 20.69%),24 (0.83),←,
10,"Byrnes, Shannon",29y 104d,121 (81-0-40 66.94%),109 (0.90),13 (2-0-11 15.38%),9 (0.69)
50,"Clisby, Mitch",23y 196d,5 (1-0-4 20.00%),,←,
36,"Davey, Aaron",30y 40d,172 (62-3-107 36.92%),173 (1.01),←,
6,"Dawes, Chris",25y 65d,81 (55-1-25 68.52%),94 (1.16),10 (1-0-9 10.00%),11 (1.10)
14,"Dunn, Lynden",26y 67d,111 (30-2-79 27.93%),90 (0.81),←,
48,"Fitzpatrick, Jack",22y 24d,10 (1-0-9 10.00%),13 (1.30),←,
8,"Frawley, James",24y 303d,115 (31-1-83 27.39%),3 (0.03),←,
20,"Garland, Colin",25y 83d,96 (23-2-71 25.00%),13 (0.14),←,
37,"Gawn, Max",21y 202d,14 (4-0-10 28.57%),8 (0.57),←,
31,"Grimes, Jack",24y 70d,62 (14-2-46 24.19%),5 (0.08),←,
38,"Howe, Jeremy",23y 21d,51 (11-0-40 21.57%),60 (1.18),←,
45,"Jones, Matt",25y 275d,16 (2-0-14 12.50%),2 (0.13),←,
2,"Jones, Nathan",25y 181d,151 (37-3-111 25.50%),75 (0.50),←,
34,"Kent, Dean",19y 146d,9 (1-0-8 11.11%),3 (0.33),←,
25,"McDonald, Tom",20y 305d,33 (7-0-26 21.21%),,←,
12,"Sylvia, Colin",27y 254d,151 (48-2-101 32.45%),126 (0.83),←,
46,"Terlich, Dean",23y 219d,15 (2-0-13 13.33%),,←,
5,"Toumpas, Jimmy",19y 199d,10 (1-0-9 10.00%),,←,
9,"Trengove, Jack",21y 321d,73 (20-2-51 28.77%),37 (0.51),←,
7,"Viney, Jack",19y 98d,7 (1-0-6 14.29%),1 (0.14),←,
4,"Watts, Jack",22y 116d,67 (18-2-47 28.36%),50 (0.75),←,
Totals,Totals,23y 289d,1399 (456-20-923 32.59%),886 (0.63),,
C,"Craig, Neil",57y 190d,171 (93-0-78 54.39%),,5 (1-0-4 20.00%),
