Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",23y 302d,107 (55-1-51 51.87%),7 (0.07),←,
14,"Bedford, Toby",24y 327d,66 (44-0-22 66.67%),34 (0.52),48 (32-0-16 66.67%),25 (0.52)
32,"Briggs, Kieren",25y 195d,55 (33-0-22 60.00%),10 (0.18),←,
46,"Brown, Callum",24y 247d,47 (26-0-21 55.32%),44 (0.94),←,
44,"Buckley, Jack",27y 123d,72 (40-1-31 56.25%),1 (0.01),←,
5,"Cadman, Aaron",21y 47d,41 (26-0-15 63.41%),42 (1.02),←,
17,"Callaghan, Finn",21y 358d,56 (31-0-25 55.36%),9 (0.16),←,
12,"Green, Tom",24y 86d,97 (48-1-48 50.00%),39 (0.40),←,
4,"Greene, Toby",31y 206d,245 (119-2-124 48.98%),389 (1.59),←,
27,"Himmelberg, Harry",28y 346d,183 (101-2-80 55.74%),161 (0.88),←,
39,"Idun, Connor",24y 264d,99 (52-1-46 53.03%),,←,
2,"Jones, Darcy",21y 16d,20 (12-0-8 60.00%),18 (0.90),←,
22,"Kelly, Josh",30y 66d,221 (117-3-101 53.62%),140 (0.63),←,
31,"McMullin, Toby",20y 256d,19 (12-0-7 63.16%),7 (0.37),←,
33,"OHalloran, Xavier",24y 282d,72 (37-1-34 52.08%),27 (0.38),←,
26,"Riccardi, Jake",25y 163d,72 (38-0-34 52.78%),89 (1.24),←,
18,"Stone, Conor",22y 362d,19 (9-0-10 47.37%),4 (0.21),←,
20,"Stringer, Jake",30y 359d,216 (106-1-109 49.31%),370 (1.71),4 (2-0-2 50.00%),3 (0.75)
15,"Taylor, Sam",25y 349d,117 (65-0-52 55.56%),2 (0.02),←,
1,"Thomas, Harvey",19y 254d,24 (15-0-9 62.50%),11 (0.46),←,
8,"Ward, Callan",35y 9d,321 (146-4-171 46.11%),160 (0.50),261 (114-4-143 44.44%),127 (0.49)
10,"Wehr, Jacob",26y 288d,31 (16-0-15 51.61%),6 (0.19),←,
6,"Whitfield, Lachie",30y 275d,240 (121-4-115 51.25%),71 (0.30),←,
Totals,Totals,25y 289d,2440 (1269-21-1150 52.01%),1641 (0.67),,
C,"Kingsley, Adam",49y 242d,57 (34-0-23 59.65%),,←,
