Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",23y 166d,42 (18-0-24 42.86%),4 (0.10),←,
26,"Bickley, Mark",30y 291d,196 (95-0-101 48.47%),63 (0.32),←,
35,"Biglands, Rhett",22y 260d,7 (4-0-3 57.14%),1 (0.14),←,
24,"Burton, Brett",22y 17d,28 (9-0-19 32.14%),29 (1.04),←,
6,"Byrne, James",22y 28d,9 (4-0-5 44.44%),2 (0.22),←,
1,"Crowell, Andrew",22y 280d,3 (1-0-2 33.33%),2 (0.67),←,
9,"Edwards, Tyson",23y 289d,92 (45-0-47 48.91%),50 (0.54),←,
36,"Goodwin, Simon",23y 147d,61 (33-0-28 54.10%),18 (0.30),←,
34,"Hart, Ben",25y 317d,191 (93-1-97 48.95%),34 (0.18),←,
11,"James, Brett",27y 158d,107 (52-1-54 49.07%),49 (0.46),65 (35-0-30 53.85%),23 (0.35)
3,"Jarman, Darren",33y 114d,207 (116-0-91 56.04%),338 (1.63),98 (51-0-47 52.04%),216 (2.20)
28,"Johnson, Kane",22y 67d,58 (29-0-29 50.00%),16 (0.28),←,
31,"Marsh, Ben",23y 317d,17 (9-0-8 52.94%),8 (0.47),←,
23,"McLeod, Andrew",23y 291d,112 (55-0-57 49.11%),107 (0.96),←,
27,"OLoughlin, Ricky",20y 322d,2 (1-0-1 50.00%),,←,
22,"Perrie, Ian",21y 42d,9 (4-0-5 44.44%),8 (0.89),←,
32,"Ricciuto, Mark",24y 348d,160 (74-1-85 46.56%),102 (0.64),←,
10,"Robran, Matthew",29y 63d,112 (60-0-52 53.57%),103 (0.92),105 (56-0-49 53.33%),98 (0.93)
7,"Smart, Nigel",31y,198 (94-1-103 47.73%),99 (0.50),←,
20,"Stenglein, Tyson",19y 310d,11 (6-0-5 54.55%),1 (0.09),←,
30,"Vardy, Peter",24y 116d,69 (35-0-34 50.72%),118 (1.71),←,
17,"Welsh, Scott",21y 166d,47 (30-0-17 63.83%),54 (1.15),11 (4-0-7 36.36%),24 (2.18)
Totals,Totals,24y 203d,1738 (867-4-867 49.88%),1206 (0.69),,
C,"Ayres, Gary",39y 236d,127 (69-1-57 54.72%),,11 (4-0-7 36.36%),
