Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Blease, Sam",22y 123d,26 (5-0-21 19.23%),21 (0.81),←,
10,"Byrnes, Shannon",29y 76d,117 (80-0-37 68.38%),106 (0.91),9 (1-0-8 11.11%),6 (0.67)
50,"Clisby, Mitch",23y 168d,1 (0-0-1 0.00%),,←,
36,"Davey, Aaron",30y 12d,168 (61-3-104 37.20%),170 (1.01),←,
6,"Dawes, Chris",25y 37d,77 (54-1-22 70.78%),87 (1.13),6 (0-0-6 0.00%),4 (0.67)
14,"Dunn, Lynden",26y 39d,107 (29-2-76 28.04%),90 (0.84),←,
48,"Fitzpatrick, Jack",21y 361d,6 (0-0-6 0.00%),4 (0.67),←,
20,"Garland, Colin",25y 55d,92 (22-2-68 25.00%),13 (0.14),←,
38,"Howe, Jeremy",22y 358d,47 (10-0-37 21.28%),55 (1.17),←,
45,"Jones, Matt",25y 247d,12 (1-0-11 8.33%),2 (0.17),←,
2,"Jones, Nathan",25y 153d,147 (36-3-108 25.51%),72 (0.49),←,
34,"Kent, Dean",19y 118d,5 (0-0-5 0.00%),3 (0.60),←,
25,"McDonald, Tom",20y 277d,29 (6-0-23 20.69%),,←,
26,"Nicholson, Daniel",22y 232d,27 (6-0-21 22.22%),3 (0.11),←,
21,"Pedersen, Cameron",26y 97d,23 (8-0-15 34.78%),24 (1.04),7 (1-0-6 14.29%),4 (0.57)
15,"Rodan, David",29y 257d,182 (62-1-119 34.34%),130 (0.71),6 (0-0-6 0.00%),1 (0.17)
42,"Spencer, Jake",23y 256d,19 (2-0-17 10.53%),2 (0.11),←,
12,"Sylvia, Colin",27y 226d,147 (47-2-98 32.65%),126 (0.86),←,
46,"Terlich, Dean",23y 191d,11 (1-0-10 9.09%),,←,
5,"Toumpas, Jimmy",19y 171d,6 (0-0-6 0.00%),,←,
9,"Trengove, Jack",21y 293d,69 (19-2-48 28.99%),36 (0.52),←,
4,"Watts, Jack",22y 88d,63 (17-2-44 28.57%),44 (0.70),←,
Totals,Totals,24y 108d,1381 (466-18-897 33.74%),988 (0.72),,
C,"Craig, Neil",57y 162d,167 (92-0-75 55.09%),,1 (0-0-1 0.00%),
