North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",22y 32d,15 (8-1-6 56.67%),9 (0.60),←,
4,"Anthony, Liam",22y 241d,17 (6-1-10 38.24%),6 (0.35),←,
28,"Bastinac, Ryan",18y 320d,7 (3-0-4 42.86%),,←,
10,"Cunnington, Ben",18y 312d,3 (2-0-1 66.67%),,←,
27,"Edwards, Aaron",26y 67d,45 (25-1-19 56.67%),54 (1.20),41 (21-1-19 52.44%),52 (1.27)
11,"Firrito, Michael",26y 162d,134 (65-2-67 49.25%),23 (0.17),←,
32,"Garlett, Cruize",21y 63d,6 (2-0-4 33.33%),2 (0.33),←,
22,"Goldstein, Todd",21y 311d,23 (11-1-11 50.00%),12 (0.52),←,
17,"Grima, Nathan",24y 276d,19 (7-1-11 39.47%),,←,
31,"Hale, David",25y 351d,124 (53-2-69 43.55%),119 (0.96),←,
6,"Hansen, Lachlan",21y 264d,36 (16-1-19 45.83%),13 (0.36),←,
29,"Harvey, Brent",31y 359d,286 (155-3-128 54.72%),326 (1.14),←,
1,"McIntosh, Hamish",25y 246d,86 (35-2-49 41.86%),41 (0.48),←,
42,"McMahon, Scott",23y 340d,57 (28-1-28 50.00%),24 (0.42),←,
3,"Rawlings, Brady",28y 332d,208 (103-2-103 50.00%),60 (0.29),←,
9,"Swallow, Andrew",22y 340d,69 (29-1-39 42.75%),32 (0.46),←,
12,"Thomas, Lindsay",22y 69d,61 (27-2-32 45.90%),72 (1.18),←,
16,"Thompson, Scott",23y 364d,35 (10-2-23 31.43%),,←,
5,"Warren, Ben",21y 86d,16 (6-0-10 37.50%),19 (1.19),←,
8,"Wells, Daniel",25y 94d,137 (68-2-67 50.36%),80 (0.58),←,
19,"Wright, Sam",19y 297d,10 (3-0-7 30.00%),6 (0.60),←,
7,"Ziebell, Jack",19y 69d,17 (7-0-10 41.18%),3 (0.18),←,
Totals,Totals,23y 161d,1411 (669-25-717 47.41%),901 (0.64),,
C,"Scott, Brad",34y 5d,7 (3-0-4 42.86%),,←,
