Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",18,9,8,26,2.0,1.0,,2.0,,11,1.0,4.0,2.0,1.0,,15,13,2.0,4.0,1.0,1.0,2.0,95.0
46,"Blicavs, Mark",11,6,1,12,,,5.0,4.0,5.0,1,,,1.0,,,1,10,,,2.0,,,81.0
31,"Burbury, George",12,5,1,13,1.0,1.0,,7.0,,2,,8.0,1.0,4.0,,6,8,1.0,1.0,4.0,,1.0,76.0
23 ↑,"Caddy, Josh",5,2,2,7,,,,3.0,,1,1.0,1.0,1.0,,,3,4,,,2.0,,,25.0
22,"Duncan, Mitch",14,5,14,28,1.0,,,2.0,,9,1.0,5.0,1.0,1.0,,7,21,,,1.0,1.0,1.0,86.0
44,"Enright, Corey",13,8,9,22,,,,2.0,7.0,2,1.0,3.0,,,,5,17,,,3.0,,,91.0
29,"Guthrie, Cameron",13,6,11,24,,1.0,,9.0,,1,3.0,,1.0,,,8,14,,1.0,1.0,2.0,1.0,80.0
26,"Hawkins, Tom",10,8,1,11,3.0,2.0,,,,2,,3.0,1.0,,,6,7,2.0,5.0,3.0,,1.0,89.0
33,"Horlin-Smith, George",15,5,8,23,3.0,1.0,,4.0,,5,4.0,3.0,,,1.0,12,11,,1.0,2.0,,,74.0
19,"Hunt, Taylor",11,5,7,18,,1.0,,6.0,,3,,1.0,1.0,1.0,,6,12,,,3.0,,,86.0
20,"Johnson, Steve",24,11,13,37,1.0,1.0,,8.0,,4,5.0,6.0,1.0,1.0,3.0,11,26,2.0,4.0,,,2.0,88.0
9,"Kelly, James",16,6,8,24,,,,8.0,3.0,1,,1.0,2.0,1.0,,6,18,,,2.0,,,93.0
13,"Lonergan, Tom",4,4,6,10,,,,,,1,,,1.0,,,4,5,,,5.0,,,92.0
4 ↓,"Mackie, Andrew",16,7,3,19,,,,,2.0,4,,1.0,1.0,,,5,15,,,3.0,3.0,,61.0
17,"McIntosh, Hamish",8,5,9,17,1.0,1.0,5.0,2.0,,1,2.0,4.0,,1.0,,9,7,,2.0,2.0,,,89.0
21,"Murdoch, Jordan",7,4,6,13,,1.0,,2.0,,5,,,,,,6,7,1.0,1.0,1.0,,,77.0
25,"Rivers, Jared",12,12,12,24,,,,3.0,1.0,1,,1.0,,,,7,17,2.0,,7.0,1.0,1.0,91.0
14,"Selwood, Joel",18,9,9,27,3.0,1.0,,2.0,3.0,3,4.0,2.0,2.0,1.0,2.0,8,20,,2.0,1.0,,,74.0
16,"Simpson, Dawson",4,4,6,10,,,15.0,2.0,,1,3.0,,4.0,,,8,3,2.0,,2.0,,,85.0
27,"Stokes, Mathew",19,10,19,38,,,,,3.0,2,4.0,4.0,,,,8,28,,,1.0,1.0,3.0,83.0
7,"Taylor, Harry",8,5,4,12,,,,1.0,2.0,1,,,,,,3,8,1.0,,9.0,,,100.0
5,"Varcoe, Travis",4,1,8,12,1.0,,,6.0,,1,2.0,1.0,,,,6,7,,,2.0,1.0,,84.0
Totals,Totals,262,137,165,427,16.0,11.0,25.0,73.0,26.0,62,31.0,48.0,20.0,11.0,6.0,150,278,13.0,21.0,57.0,10.0,12.0,
Opposition,Opposition,176,58,138,314,4.0,8.0,33.0,47.0,44.0,32,27.0,54.0,11.0,20.0,,130,179,3.0,4.0,52.0,5.0,4.0,
