Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",14,5,14,28,1,,,5.0,,,,,1.0,1.0,,,,,,,,,
38,"Barrow, Gary",3,,5,8,,,,,,,,,,,,,,,,,,,
19,"Beveridge, Luke",9,2,1,10,1,,,1.0,,,,,2.0,,,,,,,,,,
18,"Cameron, Leon",11,4,5,16,,1.0,2.0,2.0,,,,,1.0,2.0,3.0,,,,,,,,
11,"Corcoran, Shannon",8,2,,8,,1.0,,,,,,,,,,,,,,,,,
31,"Darcy, Anthony",5,1,3,8,,,,3.0,,,,,,,,,,,,,,,
29,"Grant, Chris",11,5,6,17,1,1.0,,1.0,,,,,4.0,1.0,,,,,,,,,
28,"Grgic, Ilija",7,5,,7,2,3.0,2.0,4.0,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",8,2,4,12,,,1.0,3.0,,,,,1.0,,,,,,,,,,
10,"Hunter, Mark",15,4,3,18,,,,3.0,,,,,1.0,2.0,,,,,,,,,
4,"Kellett, Nigel",11,1,6,17,,1.0,,4.0,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",15,1,9,24,1,,,9.0,,,,,2.0,3.0,1.0,,,,,,,,
43,"Nicholson, Brad",10,2,3,13,,,,1.0,,,,,3.0,,,,,,,,,,
22,"Quill, Peter",15,3,4,19,,,,4.0,,,,,,4.0,,,,,,,,,
34,"Sexton, Ben",8,7,,8,3,1.0,,,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",10,,1,11,,,,,,,,,2.0,,,,,,,,,,
42,"Thorpe, Alan",13,6,4,17,3,1.0,1.0,5.0,,,,,1.0,2.0,,,,,,,,,
8,"Toohey, Bernard",18,7,5,23,,,,4.0,,,,,6.0,2.0,,,,,,,,,
14,"West, Scott",19,1,7,26,2,,,3.0,,,,,4.0,1.0,,,,,,,,,
15,"Wynd, Scott",8,4,6,14,,,26.0,,,,,,,2.0,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,62,86,304,14,10.0,32.0,52.0,,,,,30.0,21.0,6.0,,,,,,,,
Opposition,Opposition,184,48,69,253,7,10.0,16.0,34.0,,,,,21.0,30.0,,,,,,,,,
