Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
37,"Bennell, Harley",18y 308d,10 (2-0-8 20.00%),8 (0.80),←,
44,"Bock, Nathan",28y 139d,130 (63-0-67 48.46%),58 (0.45),17 (3-0-14 17.65%),1 (0.06)
3,"Brennan, Jared",27y 9d,137 (58-3-76 43.43%),85 (0.62),18 (3-0-15 16.67%),10 (0.56)
30,"Brown, Campbell",27y 343d,173 (76-1-96 44.22%),64 (0.37),14 (1-0-13 7.14%),
17,"Fraser, Josh",29y 213d,213 (112-1-100 52.82%),165 (0.77),13 (2-0-11 15.38%),9 (0.69)
5,"Harbrow, Jarrod",23y 19d,88 (43-1-44 49.43%),23 (0.26),18 (3-0-15 16.67%),2 (0.11)
21,"Harris, Daniel",29y 88d,160 (74-2-84 46.88%),46 (0.29),11 (2-0-9 18.18%),2 (0.18)
36,"Iles, Sam",24y 48d,21 (7-0-14 33.33%),8 (0.38),14 (3-0-11 21.43%),8 (0.57)
13,"Jolly, Hayden",19y 124d,6 (1-0-5 16.67%),,←,
14,"Krakouer, Nathan",23y 93d,52 (22-0-30 42.31%),15 (0.29),12 (1-0-11 8.33%),8 (0.67)
46,"Lynch, Tom",18y 279d,12 (2-0-10 16.67%),15 (1.25),←,
45,"May, Steven",19y 208d,7 (0-0-7 0.00%),,←,
18,"McKenzie, Trent",19y 125d,17 (3-0-14 17.65%),11 (0.65),←,
35,"Rischitelli, Michael",25y 210d,128 (52-3-73 41.80%),53 (0.41),17 (3-0-14 17.65%),6 (0.35)
2,"Smith, Zac",21y 165d,17 (3-0-14 17.65%),11 (0.65),←,
25,"Stanley, Danny",23y 169d,23 (4-0-19 17.39%),17 (0.74),18 (3-0-15 16.67%),17 (0.94)
24,"Swallow, David",18y 260d,17 (3-0-14 17.65%),10 (0.59),←,
48,"Tape, Seb",19y,10 (1-0-9 10.00%),,←,
50,"Taylor, Jeremy",19y 50d,2 (0-0-2 0.00%),,←,
16,"Thompson, Rory",20y 147d,5 (1-0-4 20.00%),,←,
4,"Weller, Maverick",19y 174d,11 (1-0-10 9.09%),2 (0.18),←,
38,"Wilkinson, Joel",19y 250d,6 (1-0-5 16.67%),1 (0.17),←,
Totals,Totals,22y 189d,1245 (529-11-705 42.49%),592 (0.48),,
C,"McKenna, Guy",42y 87d,18 (3-0-15 16.67%),,←,
