North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",24y 326d,97 (45-1-51 46.91%),97 (1.00),←,
11,"Archer, Glenn",20y 24d,12 (5-0-7 41.67%),4 (0.33),←,
12,"Blakey, John",26y 267d,139 (55-0-84 39.57%),40 (0.29),4 (3-0-1 75.00%),2 (0.50)
14,"Buckley, Ben",25y 292d,69 (28-0-41 40.58%),15 (0.22),←,
18,"Carey, Wayne",21y 325d,64 (31-0-33 48.44%),128 (2.00),←,
27,"Crocker, Darren",26y 22d,107 (48-1-58 45.33%),69 (0.64),←,
25,"Daniltchenko, Jason",17y 227d,2 (2-0-0 100.00%),,←,
6,"Fairley, Ian",28y 211d,145 (69-2-74 48.28%),143 (0.99),←,
26,"Ishchenko, Alex",28y 362d,92 (35-0-57 38.04%),30 (0.33),20 (9-0-11 45.00%),5 (0.25)
7,"Laidley, Dani",26y 21d,56 (32-1-23 58.04%),11 (0.20),4 (3-0-1 75.00%),
9,"Larkin, Matthew",28y 241d,163 (82-3-78 51.23%),142 (0.87),←,
35,"Longmire, John",22y 107d,94 (42-1-51 45.21%),300 (3.19),←,
4,"Martyn, Mick",24y 229d,98 (45-1-52 46.43%),10 (0.10),←,
8,"Pyman, Robert",21y 193d,2 (2-0-0 100.00%),1 (0.50),←,
22,"Roberts, Mark",27y 293d,94 (36-0-58 38.30%),35 (0.37),17 (10-0-7 58.82%),16 (0.94)
1,"Romero, Jose",21y 259d,62 (30-0-32 48.39%),78 (1.26),←,
2,"Schwass, Wayne",24y 141d,83 (37-0-46 44.58%),40 (0.48),←,
24,"Sholl, Craig",25y 108d,68 (34-0-34 50.00%),13 (0.19),←,
15,"Smith, Ross",28y 73d,155 (71-2-82 46.45%),33 (0.21),←,
10,"Stevens, Anthony",21y 289d,46 (22-0-24 47.83%),19 (0.41),←,
Totals,Totals,24y 237d,1648 (751-12-885 45.57%),1208 (0.73),,
C,"Pagan, Denis",45y 205d,4 (3-0-1 75.00%),,←,
