Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bergman, Miles",16,8,4,20,,,,5.0,4.0,4.0,1.0,1.0,2.0,,,7.0,13.0,1.0,,,,,88.0
10,"Boak, Travis",10,4,6,16,,3.0,,5.0,2.0,3.0,,1.0,1.0,1.0,,4.0,13.0,,1.0,1.0,,,77.0
7,"Burgoyne, Jase",8,1,5,13,,2.0,,4.0,2.0,,2.0,1.0,,,,5.0,9.0,,1.0,,,,88.0
3,"Burton, Ryan",12,4,3,15,,,,1.0,2.0,2.0,,2.0,,,,2.0,11.0,1.0,,4.0,,,90.0
9,"Butters, Zak",17,1,16,33,,,,5.0,3.0,9.0,7.0,5.0,1.0,1.0,2.0,16.0,18.0,,,1.0,6.0,,85.0
33,"Byrne-Jones, Darcy",8,1,9,17,,1.0,,,,2.0,,4.0,,1.0,,7.0,7.0,,1.0,1.0,,,84.0
22,"Dixon, Charlie",11,7,4,15,1,1.0,13.0,1.0,,5.0,1.0,8.0,,3.0,,9.0,6.0,4.0,2.0,1.0,,,90.0
28,"Drew, Willem",7,3,12,19,,,,3.0,,2.0,2.0,3.0,,1.0,,6.0,13.0,,,1.0,,,81.0
6,"Farrell, Kane",12,1,2,14,,,,5.0,1.0,5.0,3.0,1.0,1.0,1.0,,3.0,8.0,,,2.0,1.0,1.0,84.0
19,"Georgiades, Mitch",4,4,8,12,,1.0,,1.0,,2.0,,3.0,,2.0,,5.0,8.0,,1.0,1.0,,,78.0
18,"Horne-Francis, Jason",10,1,5,15,2,1.0,,1.0,,4.0,8.0,4.0,2.0,2.0,,12.0,4.0,,1.0,1.0,3.0,1.0,85.0
5,"Houston, Dan",10,5,10,20,,,,2.0,2.0,2.0,4.0,1.0,1.0,1.0,,6.0,13.0,,,5.0,,1.0,82.0
34,"Jones, Lachie",7,5,10,17,,,,4.0,3.0,1.0,,3.0,2.0,1.0,,9.0,8.0,,,3.0,,,82.0
4,"Marshall, Todd",6,2,,6,1,1.0,,1.0,,1.0,,2.0,1.0,1.0,,4.0,2.0,2.0,1.0,4.0,,,74.0
41,"McEntee, Jed",2,1,7,9,,1.0,,1.0,,2.0,,2.0,,1.0,,5.0,4.0,,1.0,1.0,,,64.0
44 ↑,"Mead, Jackson",3,1,1,4,,,,,,1.0,,1.0,,,,2.0,2.0,,,,,,22.0
27,"Ratugolea, Esava",6,4,2,8,,,,1.0,3.0,1.0,,2.0,1.0,1.0,,4.0,4.0,,,6.0,,,88.0
15,"Rioli, Willie",11,2,2,13,1,2.0,,5.0,1.0,2.0,1.0,3.0,1.0,1.0,,5.0,7.0,,1.0,1.0,,,87.0
1 ↓,"Rozee, Connor",6,,9,15,,1.0,,4.0,,1.0,5.0,4.0,1.0,1.0,,9.0,8.0,,,2.0,,,51.0
24,"Sweet, Jordon",8,3,5,13,,,29.0,5.0,3.0,2.0,4.0,5.0,2.0,2.0,,6.0,7.0,,,1.0,,,80.0
23,"Williams, Dylan",8,3,2,10,,,,,3.0,3.0,,,,,,2.0,7.0,1.0,,,,,74.0
16,"Wines, Ollie",6,4,16,22,,,3.0,10.0,2.0,2.0,5.0,1.0,,,,14.0,8.0,1.0,,1.0,,1.0,67.0
25,"Zerk-Thatcher, Brandon",6,4,1,7,,,,1.0,3.0,1.0,,2.0,,,,4.0,4.0,1.0,,7.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,69,139,333,5,18.0,45.0,65.0,34.0,57.0,43.0,59.0,16.0,21.0,2.0,146.0,184.0,11.0,10.0,44.0,10.0,4.0,
Opposition,Opposition,220,89,140,360,12,6.0,46.0,73.0,51.0,47.0,33.0,54.0,21.0,16.0,4.0,132.0,214.0,11.0,11.0,50.0,5.0,10.0,
