Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Berry, Sam",8,1,6,14,,,,13.0,3.0,2.0,1.0,3.0,1.0,1.0,,6.0,12.0,,,1.0,,,69.0
16,"Brown, Luke",6,3,4,10,,,,,1.0,,1.0,2.0,1.0,1.0,,3.0,5.0,,,,,,92.0
12,"Dawson, Jordan",22,7,2,24,,,,3.0,4.0,7.0,2.0,4.0,1.0,1.0,,7.0,17.0,1.0,,1.0,,2.0,88.0
39,"Doedee, Tom",14,7,7,21,,,,2.0,2.0,4.0,,4.0,2.0,2.0,,7.0,12.0,1.0,,8.0,1.0,,100.0
32,"Fogarty, Darcy",6,3,3,9,,,,3.0,,3.0,,,,,,3.0,5.0,,,6.0,,,79.0
17,"Hamill, Will",9,4,4,13,,,,1.0,2.0,1.0,,2.0,,1.0,,6.0,7.0,,,1.0,,,67.0
6,"Hately, Jackson",12,2,15,27,1,2.0,,5.0,1.0,4.0,4.0,4.0,1.0,1.0,,10.0,17.0,,,,,,79.0
34,"Himmelberg, Elliott",9,3,6,15,,2.0,10.0,,1.0,3.0,1.0,,4.0,,,4.0,10.0,,,2.0,,,85.0
20,"Hinge, Mitch",6,2,6,12,,,,3.0,5.0,1.0,,1.0,2.0,,,6.0,5.0,,,2.0,,,81.0
1,"Jones, Chayce",8,1,3,11,,,,2.0,1.0,2.0,,2.0,,,,8.0,3.0,1.0,,3.0,,1.0,80.0
2,"Keays, Ben",12,5,15,27,,,,4.0,1.0,4.0,10.0,5.0,1.0,2.0,,18.0,10.0,,1.0,2.0,,,82.0
29,"Laird, Rory",17,3,16,33,,,,10.0,1.0,4.0,9.0,5.0,1.0,3.0,,17.0,16.0,,,1.0,,,80.0
23,"McAdam, Shane",9,7,5,14,3,1.0,,4.0,2.0,2.0,,1.0,1.0,,,2.0,11.0,,2.0,2.0,,1.0,80.0
25,"McHenry, Ned",6,1,8,14,2,,,3.0,1.0,1.0,,6.0,1.0,2.0,,8.0,4.0,,,3.0,,,83.0
28,"Murray, Nick",6,2,3,9,,,,2.0,2.0,1.0,,2.0,2.0,,,4.0,4.0,,,7.0,,,96.0
10,"Pedlar, Luke",,,,,,,,,,,,,,,,,,,,,,,
8,"Rachele, Josh",5,2,3,8,1,1.0,,1.0,,1.0,3.0,3.0,2.0,1.0,,3.0,4.0,,1.0,,,1.0,81.0
31,"Rowe, James",11,5,12,23,1,1.0,,2.0,2.0,5.0,3.0,4.0,2.0,1.0,,10.0,14.0,,1.0,1.0,,2.0,78.0
38,"Sholl, Lachlan",9,1,12,21,,,,2.0,,2.0,3.0,2.0,,1.0,,6.0,15.0,,,1.0,,,74.0
33,"Smith, Brodie",11,1,7,18,,,,4.0,7.0,,1.0,5.0,1.0,3.0,,7.0,7.0,,,4.0,,,86.0
14,"Soligo, Jake",8,3,4,12,,,,4.0,3.0,1.0,3.0,1.0,2.0,,,5.0,7.0,1.0,,1.0,,,81.0
45,"Strachan, Kieran",3,2,3,6,,,21.0,1.0,1.0,,1.0,3.0,1.0,2.0,,5.0,2.0,1.0,,4.0,,,75.0
13,"Walker, Taylor",9,6,3,12,1,4.0,3.0,4.0,,5.0,,,2.0,,,4.0,8.0,,3.0,1.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,71,147,353,9,12.0,34.0,73.0,40.0,53.0,42.0,59.0,28.0,22.0,,149.0,195.0,5.0,8.0,51.0,1.0,7.0,
Opposition,Opposition,224,80,119,343,16,6.0,59.0,59.0,43.0,57.0,45.0,68.0,22.0,26.0,6.0,162.0,167.0,11.0,7.0,53.0,2.0,12.0,
