Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Adams, Taylor",11,3,8,19,,,,3.0,2.0,4.0,4.0,1.0,3.0,1.0,,8.0,11.0,,,1.0,,,80.0
10,"Brogan, Dean",9,5,5,14,,,22.0,1.0,1.0,3.0,2.0,6.0,2.0,4.0,,7.0,8.0,1.0,,5.0,,,92.0
18,"Cameron, Jeremy",6,3,2,8,,1.0,,,,,,3.0,1.0,,,4.0,4.0,1.0,1.0,3.0,,,90.0
24,"Clifton, Steve",5,1,6,11,,,,4.0,,2.0,1.0,2.0,,2.0,,4.0,8.0,,,,,1.0,85.0
3,"Coniglio, Stephen",9,6,11,20,,,,3.0,4.0,1.0,1.0,2.0,,,,6.0,15.0,2.0,,2.0,,1.0,69.0
11,"Cornes, Chad",13,10,11,24,1,2.0,,1.0,5.0,,,4.0,,2.0,,7.0,15.0,3.0,1.0,,,,96.0
13,"Darley, Sam",12,5,8,20,,,,1.0,1.0,2.0,2.0,3.0,,,,4.0,16.0,,,,,,91.0
1,"Davis, Phil",6,5,8,14,1,,,3.0,2.0,,,1.0,1.0,,,9.0,4.0,4.0,,1.0,,,86.0
22,"Edwards, Shaun",13,3,5,18,,1.0,,,5.0,4.0,,3.0,,,,7.0,9.0,,,1.0,4.0,2.0,80.0
4,"Folau, Israel",5,2,,5,,,13.0,1.0,,1.0,,3.0,,2.0,,2.0,3.0,,,2.0,,,87.0
35,"Greene, Toby",16,4,14,30,1,,,7.0,4.0,4.0,7.0,5.0,2.0,1.0,,12.0,19.0,,,2.0,,1.0,93.0
2,"Hampton, Curtly",10,5,6,16,,,,2.0,7.0,2.0,,4.0,1.0,2.0,,6.0,9.0,1.0,,5.0,3.0,,88.0
19,"Haynes, Nick",4,2,6,10,1,,,3.0,,1.0,,4.0,,1.0,,2.0,9.0,,1.0,1.0,,,78.0
40,"Kennedy, Adam",6,4,10,16,,,,2.0,1.0,2.0,,2.0,1.0,,,3.0,13.0,,,1.0,,,90.0
7 ↓,"Palmer, Rhys",2,,4,6,,,1.0,,1.0,1.0,1.0,,,,,2.0,4.0,,,,,,31.0
12,"Patton, Jonathon",4,3,4,8,1,,,,,2.0,,,,,,2.0,6.0,1.0,,1.0,,,78.0
6 ↑,"Power, Luke",4,1,10,14,,1.0,,3.0,,2.0,3.0,2.0,2.0,,,8.0,5.0,,,,,,47.0
9,"Scully, Tom",6,3,10,16,,1.0,1.0,4.0,,4.0,2.0,1.0,3.0,,,7.0,9.0,,1.0,1.0,,,91.0
34,"Smith, Devon",2,1,7,9,,2.0,,4.0,,,,,1.0,,,5.0,4.0,,,,,,88.0
17,"Treloar, Adam",11,1,5,16,1,1.0,,4.0,,3.0,1.0,5.0,2.0,4.0,,4.0,12.0,,,,2.0,,90.0
8,"Ward, Callan",19,7,11,30,1,,2.0,6.0,1.0,5.0,3.0,,2.0,,,12.0,17.0,2.0,,,,,85.0
16,"Wilson, Nathan",4,3,,4,1,1.0,,1.0,,2.0,,,,,,,4.0,,1.0,2.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,77,151,328,8,11.0,39.0,53.0,34.0,45.0,27.0,51.0,21.0,19.0,,121.0,204.0,15.0,5.0,28.0,9.0,5.0,
Opposition,Opposition,237,123,141,378,27,16.0,30.0,40.0,32.0,68.0,41.0,53.0,19.0,21.0,6.0,145.0,227.0,18.0,28.0,37.0,8.0,23.0,
