Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",10,7,6,16,1,,,1.0,,3.0,2.0,2.0,,1.0,,3.0,12.0,,1.0,,1.0,,87.0
15,"Anderson, Noah",16,3,13,29,1,1.0,,5.0,4.0,8.0,11.0,4.0,2.0,,,16.0,16.0,,,2.0,1.0,1.0,88.0
31,"Andrew, Mac",7,4,3,10,,,,3.0,1.0,1.0,,3.0,2.0,3.0,,4.0,7.0,,,1.0,,,90.0
10,"Ballard, Charlie",7,3,2,9,,,,1.0,6.0,,,5.0,,2.0,,3.0,7.0,,,3.0,,,89.0
35,"Budarick, Connor",6,3,4,10,,,,2.0,3.0,2.0,,2.0,,,,5.0,5.0,1.0,,,,,77.0
33,"Clohesy, Sam",8,4,2,10,,,,2.0,1.0,3.0,,1.0,1.0,,,2.0,9.0,,,1.0,,1.0,84.0
25,"Collins, Sam",7,9,8,15,,,,2.0,2.0,,1.0,,1.0,,,6.0,9.0,1.0,,11.0,,,95.0
5,"Davies, Alex",10,1,10,20,,,,12.0,1.0,5.0,8.0,5.0,2.0,2.0,1.0,13.0,7.0,,,2.0,,,68.0
3,"Flanders, Sam",14,3,16,30,1,,,1.0,2.0,5.0,4.0,3.0,2.0,,2.0,8.0,22.0,,,,1.0,1.0,77.0
26 ↑,"Graham, Will",,,1,1,,,,,,,,,,,,,1.0,,,,,,21.0
7,"Holman, Nick",9,3,7,16,,1.0,,6.0,1.0,2.0,1.0,2.0,2.0,1.0,,4.0,13.0,,,2.0,,,85.0
19,"Humphrey, Bailey",7,5,5,12,2,1.0,,2.0,,3.0,,3.0,,2.0,,5.0,9.0,1.0,1.0,1.0,,,75.0
40,"Jeffrey, Joel",16,5,4,20,,,,1.0,5.0,4.0,,3.0,1.0,,,5.0,14.0,,,3.0,1.0,1.0,78.0
38,"Johnston, Lloyd",7,2,3,10,1,,,2.0,2.0,2.0,,1.0,1.0,,,2.0,7.0,,,3.0,1.0,,70.0
34,"King, Ben",9,8,1,10,2,2.0,,2.0,,5.0,,2.0,,,,4.0,6.0,3.0,4.0,2.0,,1.0,88.0
22,"Long, Ben",7,6,3,10,1,2.0,,2.0,,2.0,1.0,3.0,,1.0,,3.0,7.0,,3.0,1.0,2.0,2.0,82.0
13,"Lukosius, Jack",4,5,6,10,2,,,2.0,1.0,1.0,,1.0,,,,3.0,7.0,1.0,2.0,1.0,,1.0,78.0
49,"Moyle, Ned",9,3,5,14,,,30.0,2.0,1.0,6.0,3.0,3.0,4.0,1.0,,11.0,4.0,2.0,,2.0,,,86.0
27,"Powell, Wil",18,9,3,21,1,,,1.0,7.0,4.0,,3.0,1.0,,,4.0,14.0,1.0,,2.0,,,82.0
41,"Rosas, Malcolm",8,1,3,11,2,2.0,,3.0,,1.0,2.0,4.0,1.0,1.0,,5.0,5.0,,1.0,2.0,1.0,,75.0
18,"Rowell, Matt",4,,12,16,,,,9.0,,3.0,3.0,5.0,,3.0,,8.0,6.0,,,,,,78.0
32,"Uwland, Bodhi",10,4,6,16,,1.0,,3.0,4.0,,,1.0,2.0,,,4.0,12.0,,,4.0,2.0,,88.0
17 ↓,"Walter, Jed",1,,,1,,1.0,,2.0,,,,1.0,1.0,,,2.0,,,,1.0,,,58.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,88,123,317,14,12.0,30.0,66.0,41.0,60.0,36.0,57.0,23.0,17.0,3.0,120.0,199.0,10.0,12.0,44.0,10.0,8.0,
Opposition,Opposition,235,134,148,383,12,10.0,38.0,61.0,45.0,54.0,26.0,55.0,17.0,22.0,3.0,125.0,255.0,14.0,11.0,34.0,7.0,10.0,
