Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
38,"Armstrong, Tony",20y 228d,2 (0-0-2 0.00%),,←,
44,"Bock, Nathan",27y 56d,106 (58-0-48 54.72%),57 (0.54),←,
8,"Cook, Myke",20y 218d,11 (3-0-8 27.27%),2 (0.18),←,
32,"Dangerfield, Patrick",20y 40d,29 (14-0-15 48.28%),29 (1.00),←,
16,"Davis, Phil",19y 258d,5 (1-0-4 20.00%),,←,
11,"Doughty, Michael",30y 283d,174 (103-0-71 59.20%),43 (0.25),←,
26,"Douglas, Richard",23y 98d,64 (33-0-31 51.56%),44 (0.69),←,
9,"Edwards, Tyson",33y 282d,319 (173-0-146 54.23%),190 (0.60),←,
36,"Goodwin, Simon",33y 140d,267 (149-0-118 55.81%),160 (0.60),←,
48,"Jaensch, Matthew",20y 239d,3 (1-0-2 33.33%),,←,
20,"Maric, Ivan",24y 131d,57 (32-0-25 56.14%),22 (0.39),←,
23,"McLeod, Andrew",33y 284d,336 (182-0-154 54.17%),272 (0.81),←,
33,"Petrenko, Jared",20y 144d,17 (5-0-12 29.41%),8 (0.47),←,
40,"Porplyzia, Jason",25y 169d,75 (44-0-31 58.67%),124 (1.65),←,
3,"Reilly, Brent",26y 184d,121 (67-0-54 55.37%),42 (0.35),←,
25,"Rutten, Ben",26y 352d,134 (80-0-54 59.70%),6 (0.04),←,
46,"Schmidt, Chris",21y 56d,8 (1-1-6 18.75%),,6 (1-0-5 16.67%),
27,"Stevens, Scott",28y 120d,128 (67-1-60 52.73%),84 (0.66),103 (57-0-46 55.34%),67 (0.65)
4,"Tippett, Kurt",23y 7d,51 (26-0-25 50.98%),84 (1.65),←,
7,"van Berlo, Nathan",23y 343d,102 (61-0-41 59.80%),26 (0.25),←,
17,"Vince, Bernie",24y 225d,63 (36-0-27 57.14%),33 (0.52),←,
13,"Walker, Taylor",20y 20d,19 (8-0-11 42.11%),31 (1.63),←,
Totals,Totals,24y 342d,2091 (1144-2-945 54.71%),1257 (0.60),,
C,"Craig, Neil",54y 124d,136 (80-0-56 58.82%),,←,
