Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
14,"Bird, Craig",23y 176d,77 (43-1-33 56.49%),32 (0.42),←,
24,"Bolton, Jude",32y 122d,294 (162-4-128 55.78%),159 (0.54),←,
13,"Everitt, Andrejs",23y 124d,58 (36-2-20 63.79%),25 (0.43),22 (14-1-7 65.91%),17 (0.77)
37,"Goodes, Adam",32y 189d,309 (170-4-135 55.66%),370 (1.20),←,
39,"Grundy, Heath",26y 43d,105 (60-1-44 57.62%),20 (0.19),←,
4,"Hannebery, Dan",21y 142d,67 (40-1-26 60.45%),20 (0.30),←,
15,"Jack, Kieren",25y 17d,104 (56-2-46 54.81%),68 (0.65),←,
32,"Jetta, Lewis",23y 72d,55 (34-1-20 62.73%),52 (0.95),←,
34,"Johnson, Alex",20y 135d,35 (24-0-11 68.57%),1 (0.03),←,
12,"Kennedy, Josh",24y 25d,76 (44-1-31 58.55%),42 (0.55),63 (39-1-23 62.70%),38 (0.60)
9,"Malceski, Nick",27y 335d,116 (74-1-41 64.22%),50 (0.43),←,
29,"Mattner, Martin",29y 344d,205 (118-2-85 58.05%),40 (0.20),107 (58-2-47 55.14%),26 (0.24)
21,"McGlynn, Ben",26y 344d,96 (55-1-40 57.81%),101 (1.05),52 (32-1-19 62.50%),73 (1.40)
3,"McVeigh, Jarrad",27y 99d,184 (107-3-74 58.97%),132 (0.72),←,
41,"Mumford, Shane",26y 10d,69 (48-1-20 70.29%),22 (0.32),48 (31-1-16 65.63%),19 (0.40)
5,"OKeefe, Ryan",31y 173d,247 (140-3-104 57.29%),240 (0.97),←,
38,"Pyke, Mike",28y 113d,36 (20-0-16 55.56%),9 (0.25),←,
20,"Reid, Sam",20y 201d,39 (25-1-13 65.38%),47 (1.21),←,
25,"Richards, Ted",29y 186d,171 (98-3-70 58.19%),31 (0.18),138 (79-3-56 58.33%),12 (0.09)
30,"Roberts-Thomson, Lewis",28y 311d,160 (93-1-66 58.44%),35 (0.22),←,
2,"Shaw, Rhyce",30y 273d,177 (93-1-83 52.82%),41 (0.23),83 (45-1-37 54.82%),21 (0.25)
40,"Smith, Nick",24y 33d,65 (35-1-29 54.62%),8 (0.12),←,
Totals,Totals,26y 191d,2745 (1575-35-1135 57.38%),1545 (0.56),,
C,"Longmire, John",41y 197d,39 (25-1-13 65.38%),,←,
