North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Atley, Shaun",10,5,8,18,,,,1.0,2.0,3.0,,5.0,,3.0,,3.0,15.0,,,2.0,1.0,,92.0
3,"Bastinac, Ryan",4,4,12,16,,,,6.0,1.0,1.0,2.0,1.0,,1.0,,8.0,8.0,,1.0,,,,79.0
50,"Brown, Ben",8,7,,8,,1.0,2.0,,,3.0,,1.0,,,,2.0,6.0,2.0,,1.0,,1.0,77.0
10,"Cunnington, Ben",3,2,10,13,,,,4.0,1.0,2.0,5.0,2.0,,,,7.0,7.0,1.0,,2.0,,,74.0
15,"Dal Santo, Nick",9,1,8,17,,,2.0,4.0,3.0,2.0,5.0,3.0,2.0,,,6.0,11.0,,,,,1.0,81.0
11,"Firrito, Michael",11,7,5,16,,,,2.0,5.0,2.0,1.0,,,,,4.0,10.0,,,1.0,,,91.0
27,"Garner, Taylor",6,4,7,13,,2.0,,8.0,1.0,3.0,,3.0,1.0,2.0,,7.0,7.0,2.0,2.0,1.0,,,82.0
43 ↑,"Gibson, Sam",2,,4,6,,,,3.0,,1.0,1.0,2.0,1.0,1.0,,3.0,3.0,,,1.0,,,36.0
22,"Goldstein, Todd",6,3,9,15,,1.0,54.0,2.0,,1.0,4.0,3.0,2.0,1.0,,7.0,8.0,2.0,1.0,2.0,,,91.0
6 ↓,"Hansen, Lachlan",3,2,7,10,,,,1.0,1.0,1.0,,2.0,,1.0,,3.0,7.0,,,1.0,,1.0,56.0
29,"Harvey, Brent",13,2,7,20,1,1.0,,3.0,,5.0,2.0,2.0,1.0,,,6.0,12.0,,,1.0,1.0,,85.0
4,"Higgins, Shaun",12,8,4,16,3,1.0,,3.0,1.0,2.0,1.0,1.0,,,,6.0,10.0,2.0,1.0,,,,83.0
5,"Jacobs, Ben",7,2,6,13,,,,5.0,1.0,2.0,2.0,1.0,2.0,1.0,,6.0,8.0,1.0,,,,1.0,85.0
34,"Macmillan, Jamie",15,10,6,21,,,,2.0,5.0,2.0,,3.0,,1.0,,4.0,16.0,1.0,,,,1.0,86.0
28,"Nahas, Robin",5,5,5,10,,1.0,,7.0,,2.0,,,1.0,,,5.0,6.0,2.0,,,,,85.0
20,"Petrie, Drew",12,10,1,13,3,2.0,,1.0,,3.0,,2.0,,1.0,,8.0,5.0,5.0,5.0,2.0,,,90.0
9,"Swallow, Andrew",11,,14,25,,1.0,,3.0,1.0,2.0,7.0,4.0,2.0,2.0,,15.0,10.0,,,1.0,,,81.0
25,"Tarrant, Robbie",19,14,5,24,,,,2.0,7.0,,,,3.0,,,5.0,18.0,1.0,,4.0,,,95.0
16,"Thompson, Scott",13,8,6,19,,,,3.0,3.0,2.0,,2.0,2.0,,,4.0,15.0,,,6.0,,,98.0
30,"Waite, Jarrad",10,6,1,11,3,1.0,,4.0,,2.0,,,1.0,,,7.0,4.0,4.0,4.0,1.0,1.0,,92.0
19,"Wright, Sam",8,7,4,12,,,,,2.0,,,1.0,,,,1.0,10.0,,,1.0,1.0,,80.0
7,"Ziebell, Jack",14,6,1,15,,,,6.0,2.0,3.0,5.0,7.0,1.0,5.0,,7.0,8.0,,,1.0,,1.0,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,113,130,331,10,13.0,58.0,70.0,36.0,44.0,35.0,45.0,19.0,19.0,,124.0,204.0,23.0,14.0,28.0,4.0,6.0,
Opposition,Opposition,201,84,189,390,14,12.0,30.0,66.0,31.0,52.0,44.0,52.0,19.0,19.0,6.0,140.0,250.0,11.0,14.0,42.0,12.0,13.0,
