Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",7,2,2,9,2,3.0,,1.0,,2.0,1.0,,2.0,2.0,,6.0,5.0,,2.0,2.0,,,
11,"Archer, Glenn",9,2,6,15,1,,,1.0,1.0,2.0,3.0,1.0,2.0,3.0,,11.0,5.0,1.0,,6.0,,,
26,"Bell, Peter",21,3,14,35,,1.0,,4.0,3.0,5.0,5.0,1.0,2.0,,,15.0,20.0,,,,,,
12,"Blakey, John",8,1,4,12,,,,,4.0,2.0,1.0,,,1.0,,4.0,7.0,,,1.0,,,
22,"Burton, Matthew",,,1,1,,,7.0,,,,,,,1.0,,1.0,,,,,,,
17,"Calthorpe, David",8,1,1,9,2,1.0,,1.0,,2.0,2.0,,1.0,2.0,,4.0,6.0,1.0,1.0,3.0,,,
16,"Capuano, Mathew",4,2,2,6,,,22.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,,4.0,3.0,,,1.0,,,
23,"Clayton, Shane",10,3,4,14,,,,,4.0,3.0,1.0,2.0,1.0,1.0,,4.0,8.0,,,6.0,,,
6,"Grant, Shannon",10,3,6,16,2,,,,,5.0,,2.0,,,,8.0,8.0,2.0,,1.0,1.0,,
29,"Harvey, Brent",9,3,7,16,3,1.0,,3.0,2.0,1.0,3.0,4.0,,,,6.0,10.0,,2.0,,1.0,,
21,"Hewitt, Evan",8,4,1,9,3,1.0,,3.0,,5.0,,1.0,4.0,1.0,,6.0,4.0,1.0,1.0,,,,
34,"King, David",15,3,3,18,,,,3.0,5.0,4.0,,2.0,1.0,,,8.0,8.0,1.0,,1.0,3.0,,
27,"Lange, Adam",,1,4,4,,,,,,,,2.0,1.0,1.0,,4.0,1.0,1.0,,,,,
4,"Martyn, Mick",12,4,6,18,,,1.0,1.0,3.0,3.0,3.0,2.0,1.0,,,11.0,7.0,1.0,,2.0,,,
5,"McCartney, Jason",5,1,2,7,,,,1.0,1.0,,,2.0,1.0,1.0,,5.0,2.0,,,,,,
31,"McKernan, Corey",7,3,2,9,2,5.0,7.0,,,1.0,2.0,,1.0,,,5.0,4.0,,3.0,,,,
44,"Motlop, Shannon",10,1,3,13,2,1.0,,1.0,,8.0,1.0,2.0,1.0,2.0,,10.0,4.0,,,1.0,,,
39,"Pagan, Ryan",7,2,2,9,,,,1.0,1.0,5.0,,,,1.0,,1.0,8.0,,,1.0,,,
28,"Pickett, Byron",11,4,2,13,,,,3.0,3.0,3.0,,1.0,3.0,,,4.0,8.0,,,2.0,4.0,,
13,"Pike, Martin",12,6,7,19,,,,4.0,4.0,5.0,,2.0,3.0,1.0,,9.0,10.0,1.0,,,,,
24,"Sholl, Craig",6,2,2,8,,3.0,,3.0,,3.0,1.0,2.0,1.0,,,4.0,4.0,,2.0,1.0,,,
7,"Simpson, Adam",17,4,5,22,,,1.0,5.0,2.0,5.0,7.0,2.0,4.0,1.0,,10.0,11.0,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,55,86,282,17,18.0,38.0,40.0,35.0,66.0,33.0,30.0,31.0,19.0,,140.0,143.0,10.0,11.0,28.0,9.0,,
Opposition,Opposition,221,103,91,312,23,7.0,25.0,27.0,40.0,62.0,36.0,44.0,19.0,31.0,6.0,126.0,196.0,15.0,10.0,17.0,15.0,,
