Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
27,"Ball, Jason",30y 248d,149 (89-0-60 59.73%),154 (1.03),46 (26-0-20 56.52%),40 (0.87)
21,"Barry, Leo",26y 69d,115 (64-0-51 55.65%),50 (0.43),←,
6,"Bolton, Craig",23y 57d,46 (29-0-17 63.04%),10 (0.22),17 (12-0-5 70.59%),
24,"Bolton, Jude",23y 134d,84 (42-1-41 50.60%),50 (0.60),←,
8,"Cresswell, Daryn",32y 66d,237 (107-2-128 45.57%),200 (0.84),←,
28,"Crouch, Jared",25y 144d,125 (64-1-60 51.60%),23 (0.18),←,
2,"Davis, Nick",23y 119d,88 (42-0-46 47.73%),110 (1.25),17 (12-0-5 70.59%),25 (1.47)
12,"Fosdike, Nic",23y 151d,85 (43-1-41 51.18%),44 (0.52),←,
37,"Goodes, Adam",23y 200d,104 (52-1-51 50.48%),131 (1.26),←,
1,"Hall, Barry",26y 169d,122 (52-2-68 43.44%),242 (1.98),34 (18-1-15 54.41%),98 (2.88)
17,"Kennelly, Tadhg",22y 26d,45 (26-0-19 57.78%),15 (0.33),←,
31,"Kirk, Brett",26y 275d,66 (34-1-31 52.27%),34 (0.52),←,
4,"Mathews, Ben",24y 240d,103 (53-1-49 51.94%),18 (0.17),←,
11,"Maxfield, Stuart",31y 109d,253 (126-3-124 50.40%),141 (0.56),164 (91-2-71 56.10%),76 (0.46)
23,"Nicks, Matthew",28y 75d,145 (80-1-64 55.52%),109 (0.75),←,
19,"OLoughlin, Michael",26y 157d,176 (97-2-77 55.68%),273 (1.55),←,
22,"Saddington, Jason",23y 277d,121 (62-1-58 51.65%),33 (0.27),←,
25,"Schauble, Andrew",26y 252d,146 (62-0-84 42.47%),33 (0.23),67 (35-0-32 52.24%),22 (0.33)
36,"Schneider, Adam",19y 76d,17 (12-0-5 70.59%),24 (1.41),←,
16,"Stevens, Scott",21y 193d,22 (9-1-12 43.18%),17 (0.77),←,
35,"Sundqvist, Jarrad",20y 228d,7 (7-0-0 100.00%),,←,
10,"Williams, Paul",30y 115d,247 (111-3-133 45.55%),280 (1.13),58 (30-1-27 52.59%),57 (0.98)
Totals,Totals,25y 154d,2503 (1263-21-1219 50.46%),1991 (0.80),,
C,"Roos, Paul",40y 30d,27 (18-0-9 66.67%),,←,
