Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
16,"Bowden, Patrick",24y 352d,66 (16-1-49 25.00%),67 (1.02),16 (8-0-8 50.00%),12 (0.75)
7,"Brown, Nathan",28y 162d,176 (78-3-95 45.17%),277 (1.57),39 (14-0-25 35.90%),71 (1.82)
3,"Deledio, Brett",19y 95d,37 (18-0-19 48.65%),17 (0.46),←,
41,"Foley, Nathan",20y 317d,21 (9-0-12 42.86%),3 (0.14),←,
2,"Gaspar, Darren",30y 63d,223 (97-0-126 43.50%),23 (0.10),202 (90-0-112 44.55%),22 (0.11)
31,"Hyde, Chris",23y 347d,63 (18-0-45 28.57%),20 (0.32),←,
17,"Johnson, Kane",28y 129d,174 (79-0-95 45.40%),64 (0.37),70 (24-0-46 34.29%),20 (0.29)
39,"Kellaway, Andrew",30y 241d,172 (78-0-94 45.35%),30 (0.17),←,
27,"Krakouer, Andrew",23y 168d,89 (30-0-59 33.71%),89 (1.00),←,
22,"Meyer, Danny",19y 353d,13 (8-0-5 61.54%),5 (0.38),←,
40,"Moore, Kelvin",22y 119d,17 (1-0-16 5.88%),7 (0.41),←,
15,"Pettifer, Kayne",24y 181d,75 (32-0-43 42.67%),79 (1.05),←,
14,"Polo, Dean",19y 351d,11 (6-0-5 54.55%),6 (0.55),←,
4,"Raines, Andrew",20y 136d,23 (11-0-12 47.83%),,←,
12,"Richardson, Matthew",31y 125d,228 (100-0-128 43.86%),664 (2.91),←,
18,"Rodan, David",22y 287d,64 (19-0-45 29.69%),43 (0.67),←,
25,"Schulz, Jay",21y 95d,31 (10-0-21 32.26%),23 (0.74),←,
5,"Simmonds, Troy",28y 9d,142 (70-0-72 49.30%),105 (0.74),38 (18-0-20 47.37%),39 (1.03)
30,"Tambling, Richard",19y 313d,27 (15-0-12 55.56%),16 (0.59),←,
32,"Tivendale, Greg",27y 94d,160 (66-0-94 41.25%),105 (0.66),←,
21,"Tuck, Shane",24y 210d,41 (18-0-23 43.90%),21 (0.51),←,
35,"White, Matt",19y 98d,5 (2-0-3 40.00%),1 (0.20),←,
Totals,Totals,24y 60d,1858 (781-4-1073 42.03%),1665 (0.90),,
C,"Wallace, Terry",47y 221d,186 (97-2-87 52.69%),,38 (18-0-20 47.37%),
