Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
21,"Akermanis, Jason",32y 143d,307 (186-6-115 61.56%),403 (1.31),59 (35-2-22 61.02%),96 (1.63)
5,"Boyd, Matthew",26y 324d,131 (65-2-64 50.38%),46 (0.35),←,
17,"Cooney, Adam",23y 290d,126 (65-2-59 52.38%),123 (0.98),←,
4,"Cross, Daniel",26y 109d,126 (62-3-61 50.40%),22 (0.17),←,
10,"Eagleton, Nathan",30y 249d,252 (119-5-128 48.21%),209 (0.83),196 (93-3-100 48.21%),164 (0.84)
9,"Gilbee, Lindsay",28y 9d,156 (77-2-77 50.00%),94 (0.60),←,
16,"Griffen, Ryan",22y 355d,91 (54-1-36 59.89%),47 (0.52),←,
8,"Hahn, Mitch",28y 68d,153 (73-2-78 48.37%),137 (0.90),←,
40,"Harbrow, Jarrod",20y 364d,39 (22-1-16 57.69%),20 (0.51),←,
25,"Hargrave, Ryan",27y 356d,155 (73-4-78 48.39%),35 (0.23),←,
7,"Higgins, Shaun",21y 135d,46 (26-1-19 57.61%),58 (1.26),←,
20,"Hill, Josh",20y 179d,35 (23-1-11 67.14%),40 (1.14),←,
15,"Hudson, Ben",30y 143d,94 (59-1-34 63.30%),9 (0.10),39 (27-1-11 70.51%),3 (0.08)
6,"Johnson, Brad",32y 364d,340 (164-7-169 49.26%),536 (1.58),←,
36,"Lake, Brian",27y 140d,138 (65-2-71 47.83%),14 (0.10),←,
27,"Minson, Will",24y 97d,82 (49-1-32 60.37%),43 (0.52),←,
38,"Morris, Dale",26y 200d,103 (60-2-41 59.22%),2 (0.02),←,
2,"Murphy, Robert",27y 38d,160 (69-4-87 44.38%),135 (0.84),←,
42,"Picken, Liam",22y 350d,15 (10-0-5 66.67%),7 (0.47),←,
14,"Ward, Callan",19y 98d,19 (13-0-6 68.42%),10 (0.53),←,
28,"Welsh, Scott",30y 222d,198 (118-1-79 59.85%),358 (1.81),33 (22-1-10 68.18%),58 (1.76)
12,"Williams, Tom",23y,29 (16-1-12 56.90%),1 (0.03),←,
Totals,Totals,26y 43d,2795 (1468-49-1278 52.52%),2349 (0.84),,
C,"Eade, Rodney",51y 104d,261 (142-4-115 55.17%),,109 (61-2-46 56.88%),
