Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
42,"Bevan, Paul",5,2,3,8,2,,,4.0,,2.0,,4.0,3.0,3.0,,4.0,5.0,,1.0,3.0,,,98.0
14 ↓,"Bird, Craig",4,,7,11,,,,4.0,,1.0,5.0,2.0,3.0,2.0,,6.0,5.0,,,,,1.0,65.0
24,"Bolton, Jude",15,3,10,25,3,1.0,,9.0,1.0,8.0,11.0,,6.0,,2.0,17.0,9.0,1.0,,1.0,,,89.0
13,"Everitt, Andrejs",7,5,2,9,,,,2.0,2.0,1.0,,1.0,,,,2.0,7.0,1.0,,1.0,2.0,,80.0
37,"Goodes, Adam",17,9,7,24,1,2.0,2.0,4.0,,7.0,1.0,3.0,2.0,,,13.0,10.0,4.0,2.0,3.0,,,96.0
39,"Grundy, Heath",15,6,7,22,,,,2.0,5.0,2.0,,4.0,,2.0,,2.0,20.0,,,8.0,,1.0,96.0
4,"Hannebery, Dan",10,5,11,21,,,,6.0,,2.0,,1.0,2.0,,,11.0,11.0,1.0,1.0,,,1.0,79.0
15,"Jack, Kieren",13,2,3,16,,,,9.0,2.0,4.0,5.0,3.0,3.0,1.0,,12.0,4.0,,1.0,2.0,,1.0,87.0
32,"Jetta, Lewis",11,5,4,15,,1.0,,5.0,,7.0,2.0,3.0,1.0,,,6.0,12.0,,,3.0,1.0,1.0,86.0
12,"Kennedy, Josh",9,2,5,14,1,,,5.0,,1.0,2.0,4.0,,3.0,,6.0,9.0,,1.0,1.0,,1.0,82.0
29,"Mattner, Martin",9,5,6,15,,,,3.0,3.0,,2.0,2.0,1.0,1.0,,6.0,7.0,,,6.0,,,89.0
21,"McGlynn, Ben",9,6,6,15,3,2.0,,1.0,1.0,3.0,,2.0,1.0,,3.0,5.0,10.0,,2.0,1.0,1.0,,92.0
3,"McVeigh, Jarrad",9,3,2,11,,,,5.0,1.0,4.0,2.0,2.0,,1.0,,4.0,8.0,,,4.0,,,87.0
7 ↑,"Meredith, Brett",2,2,1,3,,,,,1.0,,,,,,,,3.0,,,,,,17.0
41,"Mumford, Shane",4,4,10,14,,,27.0,1.0,,1.0,3.0,1.0,2.0,,,11.0,3.0,2.0,,3.0,,,81.0
5,"OKeefe, Ryan",12,1,15,27,1,1.0,,8.0,1.0,4.0,8.0,4.0,3.0,3.0,,17.0,10.0,,,,,,79.0
20,"Reid, Sam",7,7,5,12,,,,2.0,,2.0,,2.0,,,,7.0,5.0,4.0,1.0,3.0,,1.0,89.0
25,"Richards, Ted",9,4,6,15,,1.0,,3.0,3.0,2.0,,1.0,3.0,1.0,,7.0,8.0,1.0,,3.0,,,94.0
16,"Rohan, Gary",5,4,4,9,1,,,3.0,2.0,2.0,1.0,2.0,,1.0,,3.0,6.0,,1.0,1.0,1.0,,64.0
2,"Shaw, Rhyce",16,4,2,18,,,,2.0,6.0,1.0,1.0,2.0,,1.0,,3.0,10.0,,,4.0,4.0,,89.0
40,"Smith, Nick",12,5,6,18,,,,4.0,5.0,4.0,3.0,2.0,2.0,,,9.0,10.0,,,3.0,,,89.0
18,"White, Jesse",4,2,2,6,2,1.0,6.0,4.0,,1.0,1.0,3.0,3.0,1.0,,5.0,1.0,2.0,1.0,4.0,,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,86,124,328,14,14.0,35.0,86.0,33.0,59.0,47.0,48.0,35.0,20.0,5.0,156.0,173.0,16.0,11.0,54.0,9.0,7.0,
Opposition,Opposition,184,71,126,310,13,15.0,44.0,61.0,38.0,48.0,34.0,54.0,20.0,35.0,1.0,160.0,155.0,17.0,9.0,60.0,5.0,11.0,
