0,1,2,3,4,5,6
←,"Round: 5 Venue: Wellington Date: Thu, 25-Apr-2013 7:50 PM (5:50 PM) Attendance: 22546","Round: 5 Venue: Wellington Date: Thu, 25-Apr-2013 7:50 PM (5:50 PM) Attendance: 22546","Round: 5 Venue: Wellington Date: Thu, 25-Apr-2013 7:50 PM (5:50 PM) Attendance: 22546","Round: 5 Venue: Wellington Date: Thu, 25-Apr-2013 7:50 PM (5:50 PM) Attendance: 22546","Round: 5 Venue: Wellington Date: Thu, 25-Apr-2013 7:50 PM (5:50 PM) Attendance: 22546",→
←,St Kilda,3.1.19,5.3.33,6.6.42,9.9.63,→
←,Sydney,3.3.21,6.7.43,9.13.67,11.13.79,→
←,Qrt margin,SY by 2,SY by 10,SY by 25,SY by 16,→
←,Qrt scores,SY 21-19,SY 22-14,SY 24-9,SK 21-12,→
←,Field umpires,"Mathew Nicholls (181), Stuart Wenn (315), Nick Foot (15)","Mathew Nicholls (181), Stuart Wenn (315), Nick Foot (15)","Mathew Nicholls (181), Stuart Wenn (315), Nick Foot (15)","Mathew Nicholls (181), Stuart Wenn (315), Nick Foot (15)",→
