Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,31.0
27,"Baird, John",6,3,5,11,,,,2.0,1.0,,,2.0,,2.0,,3.0,8.0,,,3.0,1.0,,100.0
16,"Brown, Leigh",7,4,11,18,1,1.0,9.0,1.0,3.0,3.0,,2.0,,1.0,,9.0,9.0,,,3.0,,1.0,100.0
2,"Colbert, Leigh",5,6,4,9,,,,,4.0,,1.0,,1.0,,,4.0,6.0,1.0,,4.0,,,100.0
24,"Firrito, Michael",8,4,4,12,,,5.0,3.0,1.0,2.0,6.0,2.0,1.0,,,5.0,6.0,1.0,,1.0,1.0,1.0,83.0
6,"Grant, Shannon",15,3,7,22,1,1.0,,2.0,1.0,7.0,3.0,5.0,2.0,,1.0,9.0,14.0,,,1.0,1.0,1.0,96.0
4,"Harris, Daniel",10,2,5,15,,,,2.0,,4.0,2.0,1.0,,,,7.0,7.0,,,3.0,,2.0,45.0
29,"Harvey, Brent",14,4,4,18,2,1.0,,2.0,1.0,4.0,7.0,1.0,3.0,,,12.0,7.0,1.0,3.0,1.0,1.0,1.0,91.0
21,"Jones, Corey",10,2,4,14,2,1.0,1.0,3.0,,6.0,2.0,2.0,4.0,1.0,,10.0,5.0,1.0,1.0,2.0,,,88.0
34,"King, David",5,1,2,7,,,,1.0,1.0,1.0,,1.0,,,,2.0,4.0,,,,,1.0,40.0
35,"Makepeace, Troy",12,5,5,17,,,,2.0,6.0,1.0,1.0,2.0,,1.0,,3.0,11.0,1.0,,1.0,,,100.0
5,"McKernan, Corey",5,4,,5,2,,8.0,2.0,,,,5.0,,4.0,,2.0,4.0,1.0,2.0,,,,87.0
19,"Motlop, Daniel",8,5,2,10,4,,1.0,,,2.0,,4.0,1.0,,,5.0,5.0,1.0,2.0,1.0,,,88.0
20,"Petrie, Drew",9,6,1,10,3,1.0,,,,4.0,,2.0,1.0,1.0,,6.0,3.0,3.0,4.0,3.0,,2.0,100.0
17,"Porter, Mark",2,1,1,3,,,16.0,2.0,,,2.0,,1.0,,,2.0,1.0,,,5.0,,,59.0
3,"Rawlings, Brady",4,3,8,12,1,,,1.0,,2.0,1.0,2.0,,2.0,,5.0,6.0,,1.0,3.0,2.0,,98.0
32,"Sansbury, Eddie",6,1,4,10,,1.0,,2.0,1.0,,,3.0,,1.0,,3.0,6.0,,,1.0,1.0,,79.0
7,"Simpson, Adam",19,5,6,25,,1.0,1.0,4.0,3.0,8.0,9.0,3.0,2.0,1.0,2.0,12.0,14.0,1.0,1.0,3.0,,,90.0
10,"Stevens, Anthony",9,5,3,12,,,,4.0,3.0,1.0,,1.0,1.0,1.0,,2.0,10.0,1.0,,1.0,1.0,,77.0
12,"Stevens, Michael",8,6,4,12,,,,3.0,4.0,2.0,1.0,1.0,,1.0,,1.0,10.0,,,4.0,2.0,1.0,94.0
36,"Watt, Shannon",5,2,1,6,,,,,2.0,,,1.0,,1.0,,2.0,4.0,,,1.0,,,100.0
8,"Wells, Daniel",4,1,5,9,1,,,1.0,1.0,1.0,2.0,2.0,,1.0,,4.0,6.0,,1.0,1.0,2.0,,54.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,171,73,86,257,17,9.0,41.0,39.0,32.0,48.0,37.0,43.0,17.0,19.0,3.0,108.0,146.0,12.0,15.0,42.0,12.0,10.0,
Opposition,Opposition,180,82,112,292,16,10.0,24.0,42.0,31.0,48.0,33.0,40.0,19.0,17.0,3.0,122.0,167.0,13.0,18.0,64.0,22.0,8.0,
