Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
43,"Barrett, Jake",22y 248d,21 (8-0-13 38.10%),17 (0.81),20 (8-0-12 40.00%),17 (0.85)
9,"Beams, Dayne",28y 152d,162 (86-2-74 53.70%),162 (1.00),52 (10-0-42 19.23%),44 (0.85)
13,"Berry, Jarrod",20y 159d,31 (7-0-24 22.58%),16 (0.52),←,
3,"Christensen, Allen",27y 56d,114 (58-0-56 50.88%),94 (0.82),49 (9-0-40 18.37%),38 (0.78)
20,"Cox, Cedric",20y 329d,11 (3-0-8 27.27%),3 (0.27),←,
26,"Cutler, Tom",23y 144d,59 (15-0-44 25.42%),30 (0.51),←,
27,"Gardiner, Darcy",22y 295d,78 (20-0-58 25.64%),4 (0.05),←,
30,"Hipwood, Eric",20y 304d,46 (11-0-35 23.91%),71 (1.54),←,
35,"Lester, Ryan",25y 322d,113 (33-0-80 29.20%),45 (0.40),←,
12,"Martin, Stefan",31y 239d,152 (36-1-115 24.01%),40 (0.26),95 (22-0-73 23.16%),17 (0.18)
36,"Mathieson, Rhys",21y 185d,31 (9-0-22 29.03%),16 (0.52),←,
6,"McCluggage, Hugh",20y 133d,34 (8-0-26 23.53%),14 (0.41),←,
46,"McInerney, Oscar",24y 4d,11 (4-0-7 36.36%),9 (0.82),←,
25,"McStay, Daniel",23y 20d,73 (17-0-56 23.29%),46 (0.63),←,
16,"Rayner, Cam",18y 266d,16 (4-0-12 25.00%),14 (0.88),←,
10,"Rich, Daniel",28y 37d,177 (56-1-120 31.92%),102 (0.58),←,
18,"Robertson, Nick",23y 41d,62 (11-0-51 17.74%),8 (0.13),←,
5,"Robinson, Mitch",29y 37d,162 (63-1-98 39.20%),86 (0.53),62 (12-0-50 19.35%),28 (0.45)
28,"Taylor, Lewis",23y 147d,101 (22-0-79 21.78%),77 (0.76),←,
14,"Walker, Josh",25y 244d,68 (28-1-39 41.91%),68 (1.00),35 (9-0-26 25.71%),33 (0.94)
29,"Witherden, Alex",19y 307d,25 (6-0-19 24.00%),3 (0.12),←,
15,"Zorko, Dayne",29y 155d,138 (41-0-97 29.71%),157 (1.14),←,
Totals,Totals,24y 41d,1685 (546-6-1133 32.40%),1082 (0.64),,
C,"Fagan, Chris",57y 21d,38 (9-0-29 23.68%),,←,
