Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
39,"Aarts, Jake",25y 223d,3 (3-0-0 100.00%),2 (0.67),←,
7,"Baker, Liam",22y 173d,28 (22-1-5 80.36%),9 (0.32),←,
21,"Balta, Noah",20y 269d,16 (11-0-5 68.75%),6 (0.38),←,
29,"Bolton, Shai",21y 223d,34 (25-1-8 75.00%),27 (0.79),←,
35,"Broad, Nathan",27y 94d,61 (48-1-12 79.51%),1 (0.02),←,
22,"Caddy, Josh",27y 294d,163 (103-1-59 63.50%),160 (0.98),68 (51-0-17 75.00%),84 (1.24)
11,"Castagna, Jason",24y 6d,83 (58-1-24 70.48%),89 (1.07),←,
41,"Chol, Mabior",23y 171d,13 (11-0-2 84.62%),11 (0.85),←,
43,"Eggmolesse-Smith, Derek",22y 75d,4 (4-0-0 100.00%),,←,
34,"Graham, Jack",22y 144d,44 (35-1-8 80.68%),19 (0.43),←,
2,"Grimes, Dylan",29y 2d,158 (102-1-55 64.87%),3 (0.02),←,
13,"Higgins, Jack",21y 121d,39 (27-1-11 70.51%),27 (0.69),←,
23,"Lambert, Kane",28y 235d,102 (70-1-31 69.12%),65 (0.64),←,
19,"Lynch, Tom",27y 261d,163 (60-2-101 37.42%),328 (2.01),32 (23-1-8 73.44%),74 (2.31)
4,"Martin, Dustin",29y 22d,230 (130-3-97 57.17%),255 (1.11),←,
33,"McIntosh, Kamdyn",26y 106d,94 (63-0-31 67.02%),26 (0.28),←,
50,"Pickett, Marlion",28y 194d,6 (4-1-1 75.00%),2 (0.33),←,
8,"Riewoldt, Jack",31y 261d,269 (140-5-124 52.97%),638 (2.37),←,
17,"Rioli, Daniel",23y 93d,83 (55-1-27 66.87%),73 (0.88),←,
15,"Short, Jayden",24y 176d,78 (52-1-25 67.31%),20 (0.26),←,
20,"Soldo, Ivan",24y 95d,27 (20-1-6 75.93%),7 (0.26),←,
1,"Vlastuin, Nick",26y 90d,148 (95-1-52 64.53%),26 (0.18),←,
Totals,Totals,25y 135d,1846 (1138-24-684 61.65%),1794 (0.97),,
C,"Hardwick, Damien",47y 335d,238 (134-3-101 56.93%),,←,
