Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",24y 96d,61 (41-0-20 67.21%),39 (0.64),←,
8,"Bewick, Darren",22y 362d,51 (34-0-17 66.67%),83 (1.63),←,
23,"Cransberg, Peter",23y 20d,20 (15-0-5 75.00%),20 (1.00),←,
5,"Daniher, Terry",33y 3d,286 (178-3-105 62.76%),449 (1.57),267 (168-2-97 63.30%),427 (1.60)
22,"Duckworth, Bill",31y 178d,125 (82-1-42 66.00%),64 (0.51),←,
15,"Ezard, Alan",27y 125d,142 (97-0-45 68.31%),183 (1.29),←,
29,"Grenvold, David",24y 165d,30 (24-0-6 80.00%),4 (0.13),←,
16,"Hamilton, Paul",23y 60d,90 (51-1-38 57.22%),6 (0.07),←,
1,"Harvey, Mark",25y 68d,97 (69-0-28 71.13%),133 (1.37),←,
39,"Johnston, David",21y 130d,27 (15-0-12 55.56%),5 (0.19),←,
4,"Long, Michael",20y 321d,44 (32-0-12 72.73%),31 (0.70),←,
27,"Madden, Simon",32y 231d,343 (205-2-136 60.06%),520 (1.52),←,
41,"Manning, Andrew",23y 268d,50 (17-0-33 34.00%),41 (0.82),19 (12-0-7 63.16%),18 (0.95)
12,"OBrien, Craig",20y 168d,8 (4-0-4 50.00%),4 (0.50),←,
10,"ODonnell, Gary",25y 98d,66 (44-0-22 66.67%),19 (0.29),←,
3,"Salmon, Paul",25y 210d,121 (74-1-46 61.57%),288 (2.38),←,
17,"Sporn, Kieran",23y 355d,30 (21-0-9 70.00%),30 (1.00),←,
26,"Thompson, Mark",26y 272d,114 (78-1-35 68.86%),34 (0.30),←,
30,"Walsh, Kevin",28y 190d,159 (103-1-55 65.09%),20 (0.13),←,
24,"Werner, Michael",21y 69d,25 (17-0-8 68.00%),43 (1.72),←,
Totals,Totals,25y 96d,1889 (1201-10-678 63.58%),2016 (1.07),,
C,"Sheedy, Kevin",42y 237d,233 (157-1-75 67.60%),,←,
