Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Bishop, Matthew",2,2,2,4,,,1.0,1.0,1.0,,,,,,,3.0,1.0,2.0,,1.0,1.0,,
7,"Burgoyne, Peter",8,4,5,13,,,,2.0,,1.0,1.0,5.0,2.0,3.0,,5.0,8.0,,1.0,1.0,1.0,,
9,"Carr, Josh",11,3,6,17,2,2.0,,1.0,,1.0,6.0,,4.0,,,9.0,9.0,,2.0,,2.0,,
12,"Cockatoo-Collins, Che",10,3,6,16,1,1.0,,1.0,2.0,2.0,2.0,2.0,3.0,1.0,,6.0,11.0,,1.0,2.0,2.0,,
35,"Cornes, Chad",10,11,6,16,1,1.0,1.0,1.0,,3.0,,1.0,,,,3.0,13.0,2.0,2.0,4.0,,,
17,"Dew, Stuart",12,6,7,19,,2.0,,3.0,2.0,6.0,1.0,,,,,2.0,14.0,,,2.0,1.0,,
10,"Francou, Josh",5,1,9,14,,,,3.0,1.0,2.0,2.0,3.0,,2.0,,7.0,6.0,,,1.0,,,
34,"Guerra, Brent",5,1,2,7,,,,4.0,1.0,,,2.0,1.0,2.0,,4.0,3.0,,,3.0,,,
11,"Hardwick, Damien",8,3,8,16,,,,2.0,2.0,1.0,1.0,3.0,2.0,2.0,,9.0,10.0,,,2.0,,,
38,"James, Roger",7,3,1,8,1,,,1.0,1.0,3.0,1.0,,,,,,7.0,,1.0,,,,
29,"Kingsley, Adam",13,7,3,16,,,,,4.0,4.0,,3.0,,1.0,,1.0,16.0,,,,5.0,,
5,"Lade, Brendon",3,,,3,,1.0,7.0,1.0,,1.0,,2.0,1.0,2.0,,2.0,2.0,,,,,,
33,"Mead, Darren",3,6,6,9,,,4.0,,1.0,1.0,1.0,,,,,4.0,5.0,2.0,,,2.0,,
3,"Montgomery, Brett",5,4,3,8,1,,1.0,,1.0,1.0,,2.0,,1.0,,2.0,6.0,1.0,1.0,1.0,,,
26,"Murray, Derek",3,1,,3,,,,,,2.0,,,,,,,3.0,,,,,,
1,"Primus, Matthew",4,4,11,15,1,1.0,16.0,4.0,,,1.0,3.0,1.0,1.0,,10.0,7.0,1.0,2.0,2.0,,,
6,"Schofield, Jarrad",13,5,4,17,1,1.0,,5.0,1.0,6.0,4.0,,,,1.0,3.0,14.0,,1.0,3.0,7.0,,
24,"Stevens, Michael",5,2,2,7,,,,2.0,1.0,2.0,1.0,,,,,1.0,5.0,,,1.0,,,
36,"Stevens, Nick",11,3,6,17,2,,,2.0,2.0,3.0,1.0,2.0,1.0,,,6.0,12.0,,,2.0,4.0,,
16,"Tredrea, Warren",11,7,3,14,1,2.0,2.0,1.0,1.0,4.0,2.0,2.0,,,,6.0,9.0,,1.0,1.0,,,
2,"Wakelin, Darryl",1,1,2,3,,,,,,,,,,,,1.0,2.0,,,4.0,,,
4,"Wanganeen, Gavin",7,1,5,12,,,,1.0,1.0,3.0,4.0,,2.0,,,8.0,4.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,157,78,97,254,11,16.0,32.0,35.0,22.0,46.0,28.0,30.0,17.0,15.0,1.0,92.0,167.0,8.0,12.0,30.0,25.0,,
Opposition,Opposition,203,115,113,316,16,13.0,18.0,43.0,31.0,46.0,33.0,28.0,15.0,17.0,5.0,99.0,225.0,13.0,14.0,47.0,17.0,,
