Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",25y 350d,159 (74-0-85 46.54%),138 (0.87),←,
7,"Brown, Nathan",26y 116d,148 (68-3-77 46.96%),226 (1.53),11 (4-0-7 36.36%),20 (1.82)
17,"Campbell, Wayne",31y 256d,266 (121-1-144 45.68%),158 (0.59),←,
6,"Chaffey, Mark",27y 30d,133 (58-0-75 43.61%),28 (0.21),←,
14,"Fiora, Aaron",23y 47d,71 (33-0-38 46.48%),23 (0.32),←,
19,"Fleming, Tim",26y 61d,25 (8-0-17 32.00%),6 (0.24),←,
2,"Gaspar, Darren",28y 16d,187 (85-0-102 45.45%),20 (0.11),166 (78-0-88 46.99%),19 (0.11)
20,"Hall, Ray",23y 222d,58 (26-0-32 44.83%),24 (0.41),←,
33,"Hartigan, Brent",19y 59d,11 (4-0-7 36.36%),2 (0.18),←,
1,"Hilton, Rory",25y 51d,78 (37-0-41 47.44%),47 (0.60),69 (34-0-35 49.28%),44 (0.64)
31,"Hyde, Chris",21y 301d,19 (4-0-15 21.05%),3 (0.16),←,
28,"Johnson, Kane",26y 82d,135 (66-0-69 48.89%),56 (0.41),31 (11-0-20 35.48%),12 (0.39)
27,"Krakouer, Andrew",21y 122d,45 (14-0-31 31.11%),45 (1.00),←,
40,"Moore, Kelvin",20y 72d,1 (0-0-1 0.00%),,←,
35,"Newman, Chris",22y 18d,46 (14-0-32 30.43%),6 (0.13),←,
5,"Ottens, Brad",24y 132d,122 (53-0-69 43.44%),143 (1.17),←,
8,"Pettifer, Kayne",22y 135d,30 (14-0-16 46.67%),20 (0.67),←,
12,"Richardson, Matthew",29y 78d,184 (84-0-100 45.65%),545 (2.96),←,
18,"Rodan, David",20y 241d,50 (17-0-33 34.00%),37 (0.74),←,
25,"Schulz, Jay",19y 48d,13 (6-0-7 46.15%),5 (0.38),←,
10,"Stafford, Greg",29y 283d,173 (77-1-95 44.80%),109 (0.63),43 (15-0-28 34.88%),51 (1.19)
32,"Tivendale, Greg",25y 47d,114 (49-0-65 42.98%),89 (0.78),←,
Totals,Totals,24y 176d,2068 (912-5-1151 44.10%),1730 (0.84),,
C,"Frawley, Danny",40y 271d,102 (45-0-57 44.12%),,←,
