Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Alexander, Colin",13,2,3,16,,,,3.0,,,,,,1.0,,,,,,,,,
10,"Ashcroft, Marcus",16,2,15,31,,,,2.0,,,,,4.0,1.0,2.0,,,,,,,,
11,"Buckley, Nathan",6,3,5,11,,,,,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",14,9,7,21,,,2.0,1.0,,,,,,,,,,,,,,,
5,"Chapman, Nathan",5,2,2,7,,,1.0,1.0,,,,,,1.0,,,,,,,,,
12,"Clarke, Troy",14,1,1,15,,1.0,,,,,,,,1.0,,,,,,,,,
6,"Fletcher, Adrian",5,1,9,14,,,,2.0,,,,,1.0,,,,,,,,,,
29,"Francis, Fabian",8,,3,11,2,2.0,,,,,,,2.0,,,,,,,,,,
4,"Gastev, John",7,1,1,8,,1.0,,1.0,,,,,1.0,,,,,,,,,,
32,"Hart, Shaun",11,2,6,17,,,1.0,1.0,,,,,1.0,,,,,,,,,,
36,"Heffernan, Martin",7,5,1,8,1,2.0,1.0,,,,,,1.0,,,,,,,,,,
41,"Kennedy, Matthew",11,3,3,14,2,1.0,13.0,,,,,,2.0,3.0,,,,,,,,,
19,"McLean, Michael",21,4,3,24,,,,3.0,,,,,4.0,1.0,,,,,,,,,
24,"Merrett, Roger",7,4,2,9,3,2.0,2.0,1.0,,,,,1.0,3.0,,,,,,,,,
27,"Murphy, Michael",5,4,,5,4,1.0,,,,,,,,4.0,,,,,,,,,
26,"Noonan, Danny",13,4,4,17,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
8,"Peos, Paul",7,5,4,11,1,1.0,,,,,,,1.0,,,,,,,,,,
38,"Scott, Dion",2,1,1,3,,,3.0,,,,,,,3.0,,,,,,,,,
28,"Windsor, Ray",10,4,2,12,,,1.0,,,,,,3.0,2.0,,,,,,,,,
18,"Worsfold, Peter",7,2,6,13,1,,,2.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,59,78,267,14,13.0,25.0,18.0,,,,,22.0,23.0,2.0,,,,,,,,
Opposition,Opposition,203,76,120,323,20,18.0,29.0,39.0,,,,,23.0,22.0,4.0,,,,,,,,
