Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Ball, Luke",13,7,10,23,,1.0,,8.0,,2.0,4.0,1.0,,1.0,,8.0,15.0,,,,,1.0,75.0
11,"Blair, Jarryd",6,7,12,18,1,,,4.0,,2.0,1.0,5.0,,1.0,,7.0,12.0,,,1.0,,,78.0
16,"Brown, Nathan",4,5,8,12,,,,1.0,1.0,,,1.0,,1.0,,2.0,10.0,1.0,,8.0,,,91.0
9,"Clarke, Martin",6,3,11,17,,,,1.0,3.0,,1.0,,,,,5.0,12.0,,,,,,88.0
4 ↑,"Didak, Alan",5,,6,11,,,,2.0,2.0,1.0,1.0,,1.0,,,3.0,8.0,,,,2.0,,33.0
19,"Elliott, Jamie",9,5,3,12,2,,,,,2.0,,4.0,,,,4.0,7.0,,2.0,1.0,,,91.0
18,"Jolly, Darren",8,6,10,18,1,1.0,40.0,3.0,2.0,,6.0,1.0,2.0,1.0,2.0,11.0,6.0,3.0,1.0,1.0,,1.0,91.0
27,"Kennedy, Ben",11,3,9,20,2,3.0,,3.0,1.0,4.0,3.0,4.0,3.0,1.0,,9.0,10.0,,1.0,,1.0,,82.0
7,"Krakouer, Andrew",9,7,5,14,,3.0,,3.0,,5.0,1.0,3.0,1.0,1.0,,3.0,10.0,,1.0,,,1.0,81.0
21,"Lynch, Quinten",6,6,6,12,,2.0,11.0,1.0,,3.0,,3.0,,1.0,,4.0,8.0,1.0,1.0,1.0,,1.0,94.0
3,"Macaffer, Brent",13,7,6,19,,1.0,,8.0,3.0,3.0,,1.0,,,,4.0,14.0,,,,,1.0,90.0
37,"Martin, Kyle",7,5,12,19,2,2.0,,6.0,,2.0,6.0,4.0,,2.0,,11.0,8.0,2.0,2.0,,,,87.0
5 ↓,"Maxwell, Nick",4,3,10,14,,,,3.0,2.0,2.0,1.0,3.0,1.0,1.0,,4.0,11.0,1.0,,3.0,1.0,,54.0
8,"Lumumba, Heritier",15,4,9,24,,,,,4.0,3.0,1.0,2.0,3.0,,,8.0,17.0,,,3.0,1.0,1.0,91.0
10,"Pendlebury, Scott",12,4,16,28,,1.0,,3.0,3.0,3.0,3.0,,2.0,,,9.0,19.0,,,1.0,,1.0,87.0
20,"Reid, Ben",9,4,4,13,3,,,2.0,,4.0,,4.0,1.0,3.0,,2.0,10.0,,1.0,2.0,,,89.0
40,"Seedsman, Paul",15,8,13,28,,,,3.0,2.0,9.0,,2.0,1.0,,,11.0,18.0,2.0,,4.0,1.0,2.0,90.0
39,"Shaw, Heath",11,3,12,23,,,,,6.0,1.0,,2.0,1.0,2.0,,8.0,18.0,,,8.0,5.0,,88.0
22,"Sidebottom, Steele",17,4,14,31,,,,6.0,,5.0,3.0,1.0,,,1.0,9.0,22.0,,,,,,89.0
36,"Swan, Dane",21,4,15,36,2,,,4.0,1.0,7.0,5.0,4.0,,1.0,3.0,10.0,24.0,,,,1.0,,86.0
24,"Thomas, Josh",15,3,10,25,1,,,5.0,1.0,2.0,4.0,5.0,,1.0,,7.0,18.0,,1.0,,,,77.0
46,"Williams, Marley",14,5,4,18,,,,1.0,3.0,4.0,,,,,,4.0,14.0,,,3.0,3.0,2.0,72.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,230,103,205,435,14,16.0,51.0,67.0,34.0,64.0,40.0,50.0,16.0,17.0,6.0,143.0,291.0,10.0,10.0,36.0,15.0,11.0,
Opposition,Opposition,180,75,112,292,7,9.0,27.0,61.0,43.0,43.0,31.0,52.0,17.0,16.0,,122.0,167.0,8.0,9.0,49.0,4.0,7.0,
