Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
8,"Brayshaw, Andrew",19y 170d,23 (10-0-13 43.48%),6 (0.26),←,
5,"Cerra, Adam",19y 202d,27 (12-0-15 44.44%),7 (0.26),←,
33,"Colyer, Travis",27y 246d,93 (47-1-45 51.08%),58 (0.62),6 (4-0-2 66.67%),4 (0.67)
6,"Conca, Reece",26y 258d,110 (62-1-47 56.82%),23 (0.21),6 (4-0-2 66.67%),
7,"Fyfe, Nat",27y 221d,158 (89-1-68 56.65%),134 (0.85),←,
21,"Hamling, Joel",26y 18d,69 (35-0-34 50.72%),,46 (19-0-27 41.30%),
9,"Hill, Bradley",25y 292d,133 (89-0-44 66.92%),75 (0.56),38 (15-0-23 39.47%),17 (0.45)
11,"Hogan, Jesse",24y 74d,76 (35-0-41 46.05%),157 (2.07),5 (3-0-2 60.00%),5 (1.00)
15,"Hughes, Ethan",24y 141d,35 (13-0-22 37.14%),3 (0.09),←,
26,"Langdon, Ed",23y 85d,52 (20-0-32 38.46%),24 (0.46),←,
37,"Lobb, Rory",26y 77d,80 (46-2-32 58.75%),69 (0.86),6 (4-0-2 66.67%),5 (0.83)
3,"Matera, Brandon",27y 47d,123 (41-1-81 33.74%),149 (1.21),22 (10-0-12 45.45%),25 (1.14)
23,"McCarthy, Cam",24y 26d,62 (28-0-34 45.16%),90 (1.45),41 (16-0-25 39.02%),54 (1.32)
16,"Mundy, David",33y 281d,300 (155-1-144 51.83%),132 (0.44),←,
43,"Nyhuis, Ryan",22y 233d,13 (7-0-6 53.85%),5 (0.38),←,
25,"Pearce, Alex",23y 322d,48 (20-0-28 41.67%),3 (0.06),←,
38,"Ryan, Luke",23y 80d,37 (14-0-23 37.84%),3 (0.08),←,
39,"Switkowski, Sam",22y 158d,5 (3-0-2 60.00%),2 (0.40),←,
20,"Taberner, Matthew",25y 314d,68 (33-0-35 48.53%),73 (1.07),←,
18,"Tucker, Darcy",22y 94d,54 (17-0-37 31.48%),21 (0.39),←,
10,"Walters, Michael",28y 110d,135 (70-1-64 52.22%),234 (1.73),←,
14,"Wilson, Nathan",26y 110d,104 (51-2-51 50.00%),17 (0.16),27 (11-0-16 40.74%),1 (0.04)
Totals,Totals,25y 12d,1805 (897-10-898 49.70%),1285 (0.71),,
C,"Lyon, Ross",52y 170d,290 (167-5-118 58.45%),,169 (91-1-77 54.14%),
